lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,468,53,58,[8; 9],14,1.227558,0.603774,3,[X2 >= 1.650000 OR X3 >= 1.250000 OR X9 < 0.895000],{'0.0': {'precision': 0.45145631067961167; 'recall': 0.6940298507462687; 'f1-score': 0.5470588235294118; 'support': 134}; '1.0': {'precision': 0.8435114503816794; 'recall': 0.6616766467065869; 'f1-score': 0.7416107382550337; 'support': 334}; 'accuracy': 0.6709401709401709; 'macro avg': {'precision': 0.6474838805306455; 'recall': 0.6778532487264277; 'f1-score': 0.6443347808922227; 'support': 468}; 'weighted avg': {'precision': 0.7312563462789505; 'recall': 0.6709401709401709; 'f1-score': 0.6859057028421419; 'support': 468}},{'0.0': {'precision': 0.38461538461538464; 'recall': 0.6666666666666666; 'f1-score': 0.4878048780487804; 'support': 15}; '1.0': {'precision': 0.8148148148148148; 'recall': 0.5789473684210527; 'f1-score': 0.6769230769230768; 'support': 38}; 'accuracy': 0.6037735849056604; 'macro avg': {'precision': 0.5997150997150997; 'recall': 0.6228070175438596; 'f1-score': 0.5823639774859286; 'support': 53}; 'weighted avg': {'precision': 0.6930602590979948; 'recall': 0.6037735849056604; 'f1-score': 0.6233990583737476; 'support': 53}}
5,1,CNF,2,469,52,14,[33; 34],14,0.277791,0.673077,3,[X1 OR X2 >= 1.650000 OR X3 >= 1.250000],{'0.0': {'precision': 0.4222222222222222; 'recall': 0.2835820895522388; 'f1-score': 0.3392857142857143; 'support': 134}; '1.0': {'precision': 0.7467018469656992; 'recall': 0.844776119402985; 'f1-score': 0.792717086834734; 'support': 335}; 'accuracy': 0.6844349680170576; 'macro avg': {'precision': 0.5844620345939607; 'recall': 0.5641791044776119; 'f1-score': 0.5660014005602241; 'support': 469}; 'weighted avg': {'precision': 0.6539933827532771; 'recall': 0.6844349680170576; 'f1-score': 0.6631652661064427; 'support': 469}},{'0.0': {'precision': 0.375; 'recall': 0.2; 'f1-score': 0.26086956521739135; 'support': 15}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.8648648648648649; 'f1-score': 0.7901234567901235; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5511363636363636; 'recall': 0.5324324324324324; 'f1-score': 0.5254965110037575; 'support': 52}; 'weighted avg': {'precision': 0.6256555944055944; 'recall': 0.6730769230769231; 'f1-score': 0.6374540649902969; 'support': 52}}
5,1,CNF,3,469,52,14,[33; 34],14,0.290992,0.692308,6,[X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5263157894736842; 'recall': 0.5223880597014925; 'f1-score': 0.5243445692883896; 'support': 134}; '1.0': {'precision': 0.8095238095238095; 'recall': 0.8119402985074626; 'f1-score': 0.8107302533532041; 'support': 335}; 'accuracy': 0.7292110874200426; 'macro avg': {'precision': 0.6679197994987469; 'recall': 0.6671641791044776; 'f1-score': 0.6675374113207968; 'support': 469}; 'weighted avg': {'precision': 0.7286072323666309; 'recall': 0.7292110874200426; 'f1-score': 0.7289057721918286; 'support': 469}},{'0.0': {'precision': 0.45454545454545453; 'recall': 0.3333333333333333; 'f1-score': 0.3846153846153846; 'support': 15}; '1.0': {'precision': 0.7560975609756098; 'recall': 0.8378378378378378; 'f1-score': 0.7948717948717948; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6053215077605322; 'recall': 0.5855855855855856; 'f1-score': 0.5897435897435896; 'support': 52}; 'weighted avg': {'precision': 0.6691113764284496; 'recall': 0.6923076923076923; 'f1-score': 0.6765285996055226; 'support': 52}}
5,1,CNF,4,469,52,14,[33; 34],14,0.291547,0.673077,4,[X1 OR X2 >= 1.650000 OR X4 >= 211.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.52; 'recall': 0.19402985074626866; 'f1-score': 0.28260869565217395; 'support': 134}; '1.0': {'precision': 0.7422434367541766; 'recall': 0.9283582089552239; 'f1-score': 0.8249336870026525; 'support': 335}; 'accuracy': 0.7185501066098081; 'macro avg': {'precision': 0.6311217183770883; 'recall': 0.5611940298507463; 'f1-score': 0.5537711913274133; 'support': 469}; 'weighted avg': {'precision': 0.678745311967269; 'recall': 0.7185501066098081; 'f1-score': 0.6699836894739443; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.13333333333333333; 'f1-score': 0.19047619047619044; 'support': 15}; '1.0': {'precision': 0.717391304347826; 'recall': 0.8918918918918919; 'f1-score': 0.7951807228915664; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5253623188405797; 'recall': 0.5126126126126126; 'f1-score': 0.4928284566838784; 'support': 52}; 'weighted avg': {'precision': 0.6066053511705685; 'recall': 0.6730769230769231; 'f1-score': 0.6207467231563618; 'support': 52}}
5,1,CNF,5,469,52,14,[33; 34],14,0.276973,0.711538,4,[(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000],{'0.0': {'precision': 0.5041322314049587; 'recall': 0.4552238805970149; 'f1-score': 0.47843137254901963; 'support': 134}; '1.0': {'precision': 0.7902298850574713; 'recall': 0.8208955223880597; 'f1-score': 0.8052708638360176; 'support': 335}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.647181058231215; 'recall': 0.6380597014925373; 'f1-score': 0.6418511181925186; 'support': 469}; 'weighted avg': {'precision': 0.7084876982996104; 'recall': 0.7164179104477612; 'f1-score': 0.7118881520397325; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.4; 'f1-score': 0.4444444444444445; 'support': 15}; '1.0': {'precision': 0.775; 'recall': 0.8378378378378378; 'f1-score': 0.8051948051948051; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6375; 'recall': 0.6189189189189189; 'f1-score': 0.6248196248196248; 'support': 52}; 'weighted avg': {'precision': 0.6956730769230769; 'recall': 0.7115384615384616; 'f1-score': 0.7011322011322011; 'support': 52}}
5,1,CNF,6,469,52,14,[33; 34],14,0.281476,0.692308,5,[(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000],{'0.0': {'precision': 0.5081967213114754; 'recall': 0.4626865671641791; 'f1-score': 0.484375; 'support': 134}; '1.0': {'precision': 0.792507204610951; 'recall': 0.8208955223880597; 'f1-score': 0.8064516129032259; 'support': 335}; 'accuracy': 0.7185501066098081; 'macro avg': {'precision': 0.6503519629612132; 'recall': 0.6417910447761195; 'f1-score': 0.645413306451613; 'support': 469}; 'weighted avg': {'precision': 0.711275637953958; 'recall': 0.7185501066098081; 'f1-score': 0.7144297235023042; 'support': 469}},{'0.0': {'precision': 0.45454545454545453; 'recall': 0.3333333333333333; 'f1-score': 0.3846153846153846; 'support': 15}; '1.0': {'precision': 0.7560975609756098; 'recall': 0.8378378378378378; 'f1-score': 0.7948717948717948; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6053215077605322; 'recall': 0.5855855855855856; 'f1-score': 0.5897435897435896; 'support': 52}; 'weighted avg': {'precision': 0.6691113764284496; 'recall': 0.6923076923076923; 'f1-score': 0.6765285996055226; 'support': 52}}
5,1,CNF,7,469,52,14,[33; 34],14,0.385339,0.692308,4,[(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000],{'0.0': {'precision': 0.5083333333333333; 'recall': 0.4552238805970149; 'f1-score': 0.48031496062992124; 'support': 134}; '1.0': {'precision': 0.7908309455587392; 'recall': 0.8238805970149253; 'f1-score': 0.8070175438596491; 'support': 335}; 'accuracy': 0.7185501066098081; 'macro avg': {'precision': 0.6495821394460363; 'recall': 0.6395522388059701; 'f1-score': 0.6436662522447851; 'support': 469}; 'weighted avg': {'precision': 0.7101173420657662; 'recall': 0.7185501066098081; 'f1-score': 0.7136739486511555; 'support': 469}},{'0.0': {'precision': 0.46153846153846156; 'recall': 0.4; 'f1-score': 0.42857142857142855; 'support': 15}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.8108108108108109; 'f1-score': 0.7894736842105263; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6153846153846154; 'recall': 0.6054054054054054; 'f1-score': 0.6090225563909775; 'support': 52}; 'weighted avg': {'precision': 0.6804733727810651; 'recall': 0.6923076923076923; 'f1-score': 0.6853672643146328; 'support': 52}}
5,1,CNF,8,469,52,14,[33; 34],14,0.275093,0.750000,3,[(NOT X1) OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.41040462427745666; 'recall': 0.5298507462686567; 'f1-score': 0.46254071661237783; 'support': 134}; '1.0': {'precision': 0.7871621621621622; 'recall': 0.6955223880597015; 'f1-score': 0.7385103011093503; 'support': 335}; 'accuracy': 0.6481876332622601; 'macro avg': {'precision': 0.5987833932198094; 'recall': 0.612686567164179; 'f1-score': 0.6005255088608641; 'support': 469}; 'weighted avg': {'precision': 0.6795171513379605; 'recall': 0.6481876332622601; 'f1-score': 0.6596618483959297; 'support': 469}},{'0.0': {'precision': 0.5833333333333334; 'recall': 0.4666666666666667; 'f1-score': 0.5185185185185186; 'support': 15}; '1.0': {'precision': 0.8; 'recall': 0.8648648648648649; 'f1-score': 0.8311688311688312; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6916666666666667; 'recall': 0.6657657657657658; 'f1-score': 0.6748436748436749; 'support': 52}; 'weighted avg': {'precision': 0.7375; 'recall': 0.75; 'f1-score': 0.7409812409812411; 'support': 52}}
5,1,CNF,9,469,52,14,[33; 34],14,0.279054,0.653846,3,[X2 < 1.650000 OR X3 >= 1.250000 OR X6 >= 59.500000],{'0.0': {'precision': 0.24324324324324326; 'recall': 0.06716417910447761; 'f1-score': 0.10526315789473684; 'support': 134}; '1.0': {'precision': 0.7106481481481481; 'recall': 0.9164179104477612; 'f1-score': 0.8005215123859192; 'support': 335}; 'accuracy': 0.673773987206823; 'macro avg': {'precision': 0.47694569569569567; 'recall': 0.4917910447761194; 'f1-score': 0.452892335140328; 'support': 469}; 'weighted avg': {'precision': 0.5771038896038896; 'recall': 0.673773987206823; 'f1-score': 0.6018762682455814; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.6938775510204082; 'recall': 0.918918918918919; 'f1-score': 0.7906976744186046; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.3469387755102041; 'recall': 0.4594594594594595; 'f1-score': 0.3953488372093023; 'support': 52}; 'weighted avg': {'precision': 0.4937205651491366; 'recall': 0.6538461538461539; 'f1-score': 0.5626118067978533; 'support': 52}}
5,1,CNF,0,468,53,7,[66; 67],14,0.153754,0.622642,4,[X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.5114942528735632; 'recall': 0.664179104477612; 'f1-score': 0.577922077922078; 'support': 134}; '1.0': {'precision': 0.8469387755102041; 'recall': 0.7455089820359282; 'f1-score': 0.7929936305732483; 'support': 334}; 'accuracy': 0.7222222222222222; 'macro avg': {'precision': 0.6792165141918837; 'recall': 0.7048440432567701; 'f1-score': 0.6854578542476631; 'support': 468}; 'weighted avg': {'precision': 0.750892694242448; 'recall': 0.7222222222222222; 'f1-score': 0.731413314215862; 'support': 468}},{'0.0': {'precision': 0.3684210526315789; 'recall': 0.4666666666666667; 'f1-score': 0.4117647058823529; 'support': 15}; '1.0': {'precision': 0.7647058823529411; 'recall': 0.6842105263157895; 'f1-score': 0.7222222222222222; 'support': 38}; 'accuracy': 0.6226415094339622; 'macro avg': {'precision': 0.56656346749226; 'recall': 0.5754385964912281; 'f1-score': 0.5669934640522876; 'support': 53}; 'weighted avg': {'precision': 0.6525497984695368; 'recall': 0.6226415094339622; 'f1-score': 0.6343568874090516; 'support': 53}}
5,1,CNF,1,469,52,7,[67; 67],14,0.158746,0.692308,3,[X2 >= 1.650000 OR X5 >= 61.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.36231884057971014; 'recall': 0.18518518518518517; 'f1-score': 0.24509803921568626; 'support': 135}; '1.0': {'precision': 0.725; 'recall': 0.8682634730538922; 'f1-score': 0.7901907356948229; 'support': 334}; 'accuracy': 0.6716417910447762; 'macro avg': {'precision': 0.543659420289855; 'recall': 0.5267243291195387; 'f1-score': 0.5176443874552545; 'support': 469}; 'weighted avg': {'precision': 0.6206035042180402; 'recall': 0.6716417910447762; 'f1-score': 0.6332877207168198; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.14285714285714285; 'f1-score': 0.2; 'support': 14}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.8947368421052632; 'f1-score': 0.8095238095238095; 'support': 38}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.536231884057971; 'recall': 0.518796992481203; 'f1-score': 0.5047619047619047; 'support': 52}; 'weighted avg': {'precision': 0.6298773690078038; 'recall': 0.6923076923076923; 'f1-score': 0.6454212454212455; 'support': 52}}
5,1,CNF,2,469,52,7,[67; 67],14,0.142394,0.692308,3,[X1 OR X3 >= 1.250000 OR X4 >= 211.500000],{'0.0': {'precision': 0.47761194029850745; 'recall': 0.23880597014925373; 'f1-score': 0.31840796019900497; 'support': 134}; '1.0': {'precision': 0.746268656716418; 'recall': 0.8955223880597015; 'f1-score': 0.814111261872456; 'support': 335}; 'accuracy': 0.7078891257995735; 'macro avg': {'precision': 0.6119402985074627; 'recall': 0.5671641791044776; 'f1-score': 0.5662596110357305; 'support': 469}; 'weighted avg': {'precision': 0.6695095948827292; 'recall': 0.7078891257995735; 'f1-score': 0.6724817471086129; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.13333333333333333; 'f1-score': 0.2; 'support': 15}; '1.0': {'precision': 0.723404255319149; 'recall': 0.918918918918919; 'f1-score': 0.8095238095238095; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5617021276595745; 'recall': 0.5261261261261262; 'f1-score': 0.5047619047619047; 'support': 52}; 'weighted avg': {'precision': 0.6301145662847791; 'recall': 0.6923076923076923; 'f1-score': 0.6336996336996337; 'support': 52}}
5,1,CNF,3,469,52,7,[67; 67],14,0.150070,0.730769,4,[X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5244755244755245; 'recall': 0.5597014925373134; 'f1-score': 0.5415162454873647; 'support': 134}; '1.0': {'precision': 0.8190184049079755; 'recall': 0.7970149253731343; 'f1-score': 0.8078668683812406; 'support': 335}; 'accuracy': 0.7292110874200426; 'macro avg': {'precision': 0.67174696469175; 'recall': 0.6783582089552238; 'f1-score': 0.6746915569343026; 'support': 469}; 'weighted avg': {'precision': 0.7348632962129895; 'recall': 0.7292110874200426; 'f1-score': 0.7317666904115617; 'support': 469}},{'0.0': {'precision': 0.5384615384615384; 'recall': 0.4666666666666667; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.7948717948717948; 'recall': 0.8378378378378378; 'f1-score': 0.8157894736842105; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6666666666666666; 'recall': 0.6522522522522523; 'f1-score': 0.6578947368421053; 'support': 52}; 'weighted avg': {'precision': 0.7209072978303748; 'recall': 0.7307692307692307; 'f1-score': 0.7246963562753036; 'support': 52}}
5,1,CNF,4,469,52,7,[67; 67],14,0.163652,0.634615,3,[X2 >= 1.650000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4808743169398907; 'recall': 0.6567164179104478; 'f1-score': 0.555205047318612; 'support': 134}; '1.0': {'precision': 0.8391608391608392; 'recall': 0.7164179104477612; 'f1-score': 0.7729468599033816; 'support': 335}; 'accuracy': 0.6993603411513859; 'macro avg': {'precision': 0.660017578050365; 'recall': 0.6865671641791045; 'f1-score': 0.6640759536109968; 'support': 469}; 'weighted avg': {'precision': 0.7367932613834254; 'recall': 0.6993603411513859; 'f1-score': 0.7107349134505903; 'support': 469}},{'0.0': {'precision': 0.4230769230769231; 'recall': 0.7333333333333333; 'f1-score': 0.5365853658536585; 'support': 15}; '1.0': {'precision': 0.8461538461538461; 'recall': 0.5945945945945946; 'f1-score': 0.6984126984126985; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.6346153846153846; 'recall': 0.663963963963964; 'f1-score': 0.6174990321331785; 'support': 52}; 'weighted avg': {'precision': 0.724112426035503; 'recall': 0.6346153846153846; 'f1-score': 0.6517317370975909; 'support': 52}}
5,1,CNF,5,469,52,7,[67; 67],14,0.167491,0.634615,2,[X3 >= 1.250000 OR X4 >= 211.500000],{'0.0': {'precision': 0.452914798206278; 'recall': 0.753731343283582; 'f1-score': 0.565826330532213; 'support': 134}; '1.0': {'precision': 0.8658536585365854; 'recall': 0.6358208955223881; 'f1-score': 0.7332185886402754; 'support': 335}; 'accuracy': 0.6695095948827292; 'macro avg': {'precision': 0.6593842283714317; 'recall': 0.6947761194029851; 'f1-score': 0.6495224595862442; 'support': 469}; 'weighted avg': {'precision': 0.7478711270136403; 'recall': 0.6695095948827292; 'f1-score': 0.6853922291808291; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.5333333333333333; 'f1-score': 0.4571428571428572; 'support': 15}; '1.0': {'precision': 0.78125; 'recall': 0.6756756756756757; 'f1-score': 0.7246376811594203; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.590625; 'recall': 0.6045045045045045; 'f1-score': 0.5908902691511387; 'support': 52}; 'weighted avg': {'precision': 0.6712740384615384; 'recall': 0.6346153846153846; 'f1-score': 0.647475712693104; 'support': 52}}
5,1,CNF,6,469,52,7,[67; 67],14,0.152980,0.557692,3,[X3 >= 1.250000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.45226130653266333; 'recall': 0.6716417910447762; 'f1-score': 0.5405405405405406; 'support': 134}; '1.0': {'precision': 0.837037037037037; 'recall': 0.6746268656716418; 'f1-score': 0.7471074380165288; 'support': 335}; 'accuracy': 0.673773987206823; 'macro avg': {'precision': 0.6446491717848502; 'recall': 0.673134328358209; 'f1-score': 0.6438239892785347; 'support': 469}; 'weighted avg': {'precision': 0.7271011140357874; 'recall': 0.673773987206823; 'f1-score': 0.6880883244519608; 'support': 469}},{'0.0': {'precision': 0.3181818181818182; 'recall': 0.4666666666666667; 'f1-score': 0.3783783783783784; 'support': 15}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.5945945945945946; 'f1-score': 0.6567164179104478; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.5257575757575758; 'recall': 0.5306306306306307; 'f1-score': 0.5175473981444131; 'support': 52}; 'weighted avg': {'precision': 0.6135780885780886; 'recall': 0.5576923076923077; 'f1-score': 0.5764265988146586; 'support': 52}}
5,1,CNF,7,469,52,7,[67; 67],14,0.154645,0.653846,3,[X3 >= 1.250000 OR X4 >= 211.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.4074074074074074; 'recall': 0.16417910447761194; 'f1-score': 0.2340425531914894; 'support': 134}; '1.0': {'precision': 0.7301204819277108; 'recall': 0.9044776119402985; 'f1-score': 0.808; 'support': 335}; 'accuracy': 0.6929637526652452; 'macro avg': {'precision': 0.5687639446675591; 'recall': 0.5343283582089552; 'f1-score': 0.5210212765957447; 'support': 469}; 'weighted avg': {'precision': 0.6379167463504813; 'recall': 0.6929637526652452; 'f1-score': 0.6440121580547112; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.6938775510204082; 'recall': 0.918918918918919; 'f1-score': 0.7906976744186046; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.3469387755102041; 'recall': 0.4594594594594595; 'f1-score': 0.3953488372093023; 'support': 52}; 'weighted avg': {'precision': 0.4937205651491366; 'recall': 0.6538461538461539; 'f1-score': 0.5626118067978533; 'support': 52}}
5,1,CNF,8,469,52,7,[67; 67],14,0.166752,0.711538,5,[X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5220588235294118; 'recall': 0.5298507462686567; 'f1-score': 0.5259259259259259; 'support': 134}; '1.0': {'precision': 0.8108108108108109; 'recall': 0.8059701492537313; 'f1-score': 0.8083832335329342; 'support': 335}; 'accuracy': 0.7270788912579957; 'macro avg': {'precision': 0.6664348171701113; 'recall': 0.667910447761194; 'f1-score': 0.66715457972943; 'support': 469}; 'weighted avg': {'precision': 0.7283102430161253; 'recall': 0.7270788912579957; 'f1-score': 0.7276811456452175; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.4; 'f1-score': 0.4444444444444445; 'support': 15}; '1.0': {'precision': 0.775; 'recall': 0.8378378378378378; 'f1-score': 0.8051948051948051; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6375; 'recall': 0.6189189189189189; 'f1-score': 0.6248196248196248; 'support': 52}; 'weighted avg': {'precision': 0.6956730769230769; 'recall': 0.7115384615384616; 'f1-score': 0.7011322011322011; 'support': 52}}
5,1,CNF,9,469,52,7,[67; 67],14,0.229110,0.711538,5,[X1 OR X2 >= 1.650000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.3333333333333333; 'recall': 0.007462686567164179; 'f1-score': 0.014598540145985401; 'support': 134}; '1.0': {'precision': 0.7145922746781116; 'recall': 0.9940298507462687; 'f1-score': 0.8314606741573034; 'support': 335}; 'accuracy': 0.7121535181236673; 'macro avg': {'precision': 0.5239628040057225; 'recall': 0.5007462686567165; 'f1-score': 0.4230296071516444; 'support': 469}; 'weighted avg': {'precision': 0.6056611485796035; 'recall': 0.7121535181236673; 'f1-score': 0.5980714930112127; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
