lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,468,53,58,[8; 9],158,1.352684,0.698113,3,[(NOT X1) OR X5 >= 35.000000 OR X6 >= 71.600000],{'0.0': {'precision': 0.4206896551724138; 'recall': 0.45864661654135336; 'f1-score': 0.43884892086330934; 'support': 133}; '1.0': {'precision': 0.7770897832817337; 'recall': 0.7492537313432835; 'f1-score': 0.7629179331306991; 'support': 335}; 'accuracy': 0.6666666666666666; 'macro avg': {'precision': 0.5988897192270738; 'recall': 0.6039501739423184; 'f1-score': 0.6008834269970043; 'support': 468}; 'weighted avg': {'precision': 0.6758051314899826; 'recall': 0.6666666666666666; 'f1-score': 0.6708213975931716; 'support': 468}},{'0.0': {'precision': 0.4666666666666667; 'recall': 0.4666666666666667; 'f1-score': 0.4666666666666667; 'support': 15}; '1.0': {'precision': 0.7894736842105263; 'recall': 0.7894736842105263; 'f1-score': 0.7894736842105263; 'support': 38}; 'accuracy': 0.6981132075471698; 'macro avg': {'precision': 0.6280701754385964; 'recall': 0.6280701754385964; 'f1-score': 0.6280701754385964; 'support': 53}; 'weighted avg': {'precision': 0.6981132075471698; 'recall': 0.6981132075471698; 'f1-score': 0.6981132075471698; 'support': 53}}
5,1,CNF,2,469,52,14,[33; 34],158,0.560311,0.653846,5,[X0 >= 66.000000 OR (NOT X1) OR X2 >= 2.000000 OR X3 >= 0.600000 OR X5 >= 53.600000],{'0.0': {'precision': 0.45323741007194246; 'recall': 0.4701492537313433; 'f1-score': 0.46153846153846156; 'support': 134}; '1.0': {'precision': 0.7848484848484848; 'recall': 0.7731343283582089; 'f1-score': 0.7789473684210526; 'support': 335}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.6190429474602136; 'recall': 0.6216417910447761; 'f1-score': 0.620242914979757; 'support': 469}; 'weighted avg': {'precision': 0.6901024634837584; 'recall': 0.6865671641791045; 'f1-score': 0.6882591093117408; 'support': 469}},{'0.0': {'precision': 0.3888888888888889; 'recall': 0.5; 'f1-score': 0.43750000000000006; 'support': 14}; '1.0': {'precision': 0.7941176470588235; 'recall': 0.7105263157894737; 'f1-score': 0.7499999999999999; 'support': 38}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5915032679738562; 'recall': 0.6052631578947368; 'f1-score': 0.59375; 'support': 52}; 'weighted avg': {'precision': 0.6850175967823027; 'recall': 0.6538461538461539; 'f1-score': 0.6658653846153846; 'support': 52}}
5,1,CNF,3,469,52,14,[33; 34],158,0.552662,0.634615,5,[X0 < 45.000000 OR X3 >= 1.000000 OR X4 >= 195.000000 OR X5 >= 74.000000 OR X6 >= 105.000000],{'0.0': {'precision': 0.4931506849315068; 'recall': 0.2706766917293233; 'f1-score': 0.34951456310679613; 'support': 133}; '1.0': {'precision': 0.7550505050505051; 'recall': 0.8898809523809523; 'f1-score': 0.8169398907103826; 'support': 336}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.6241005949910059; 'recall': 0.5802788220551378; 'f1-score': 0.5832272269085894; 'support': 469}; 'weighted avg': {'precision': 0.680780406807804; 'recall': 0.7142857142857143; 'f1-score': 0.6843864395989178; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.13333333333333333; 'f1-score': 0.1739130434782609; 'support': 15}; '1.0': {'precision': 0.7045454545454546; 'recall': 0.8378378378378378; 'f1-score': 0.7654320987654323; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.4772727272727273; 'recall': 0.48558558558558557; 'f1-score': 0.46967257112184657; 'support': 52}; 'weighted avg': {'precision': 0.5734265734265734; 'recall': 0.6346153846153846; 'f1-score': 0.594801602047979; 'support': 52}}
5,1,CNF,4,469,52,14,[33; 34],158,0.548741,0.596154,5,[X0 >= 60.000000 OR X2 >= 3.300000 OR X4 >= 282.000000 OR X7 >= 7.100000 OR X7 < 6.000000],{'0.0': {'precision': 0.4175824175824176; 'recall': 0.2857142857142857; 'f1-score': 0.3392857142857143; 'support': 133}; '1.0': {'precision': 0.7486772486772487; 'recall': 0.8422619047619048; 'f1-score': 0.792717086834734; 'support': 336}; 'accuracy': 0.6844349680170576; 'macro avg': {'precision': 0.5831298331298331; 'recall': 0.5639880952380952; 'f1-score': 0.5660014005602241; 'support': 469}; 'weighted avg': {'precision': 0.6547846846354309; 'recall': 0.6844349680170576; 'f1-score': 0.6641320707387433; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.2; 'f1-score': 0.22222222222222224; 'support': 15}; '1.0': {'precision': 0.7; 'recall': 0.7567567567567568; 'f1-score': 0.7272727272727273; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.475; 'recall': 0.4783783783783784; 'f1-score': 0.47474747474747475; 'support': 52}; 'weighted avg': {'precision': 0.5701923076923077; 'recall': 0.5961538461538461; 'f1-score': 0.5815850815850816; 'support': 52}}
5,1,CNF,5,469,52,14,[33; 34],158,0.563917,0.596154,5,[X0 >= 60.000000 OR X2 >= 1.400000 OR X2 < 0.700000 OR X4 >= 236.800000 OR X9 >= 1.060000],{'0.0': {'precision': 0.4927536231884058; 'recall': 0.2556390977443609; 'f1-score': 0.33663366336633654; 'support': 133}; '1.0': {'precision': 0.7525; 'recall': 0.8958333333333334; 'f1-score': 0.8179347826086956; 'support': 336}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.6226268115942029; 'recall': 0.5757362155388471; 'f1-score': 0.577284222987516; 'support': 469}; 'weighted avg': {'precision': 0.6788405797101448; 'recall': 0.7142857142857143; 'f1-score': 0.6814464055101161; 'support': 469}},{'0.0': {'precision': 0.2; 'recall': 0.13333333333333333; 'f1-score': 0.16; 'support': 15}; '1.0': {'precision': 0.6904761904761905; 'recall': 0.7837837837837838; 'f1-score': 0.7341772151898734; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.4452380952380952; 'recall': 0.45855855855855854; 'f1-score': 0.44708860759493674; 'support': 52}; 'weighted avg': {'precision': 0.548992673992674; 'recall': 0.5961538461538461; 'f1-score': 0.5685491723466407; 'support': 52}}
5,1,CNF,6,469,52,14,[33; 34],158,0.518510,0.711538,6,[X0 >= 66.000000 OR X3 >= 1.000000 OR X4 >= 328.000000 OR X5 >= 53.600000 OR X7 >= 6.600000 OR X9 >= 1.200000],{'0.0': {'precision': 0.5; 'recall': 0.2932330827067669; 'f1-score': 0.3696682464454976; 'support': 133}; '1.0': {'precision': 0.7595907928388747; 'recall': 0.8839285714285714; 'f1-score': 0.8170563961485556; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6297953964194374; 'recall': 0.5885808270676691; 'f1-score': 0.5933623212970266; 'support': 469}; 'weighted avg': {'precision': 0.6859754933771042; 'recall': 0.7164179104477612; 'f1-score': 0.6901851298148527; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.2; 'f1-score': 0.28571428571428575; 'support': 15}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.918918918918919; 'f1-score': 0.8192771084337348; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6195652173913043; 'recall': 0.5594594594594595; 'f1-score': 0.5524956970740103; 'support': 52}; 'weighted avg': {'precision': 0.6701505016722407; 'recall': 0.7115384615384616; 'f1-score': 0.6653647557262014; 'support': 52}}
5,1,CNF,7,469,52,14,[33; 34],158,0.454747,0.634615,6,[X0 >= 66.000000 OR X0 < 23.000000 OR X2 < 0.900000 OR X4 >= 282.000000 OR X8 >= 3.900000 OR X9 < 0.700000],{'0.0': {'precision': 0.3218390804597701; 'recall': 0.21052631578947367; 'f1-score': 0.2545454545454545; 'support': 133}; '1.0': {'precision': 0.725130890052356; 'recall': 0.8244047619047619; 'f1-score': 0.7715877437325905; 'support': 336}; 'accuracy': 0.650319829424307; 'macro avg': {'precision': 0.523484985256063; 'recall': 0.5174655388471178; 'f1-score': 0.5130665991390225; 'support': 469}; 'weighted avg': {'precision': 0.6107645559887869; 'recall': 0.650319829424307; 'f1-score': 0.6249638109780296; 'support': 469}},{'0.0': {'precision': 0.35714285714285715; 'recall': 0.3333333333333333; 'f1-score': 0.3448275862068965; 'support': 15}; '1.0': {'precision': 0.7368421052631579; 'recall': 0.7567567567567568; 'f1-score': 0.7466666666666667; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5469924812030075; 'recall': 0.545045045045045; 'f1-score': 0.5457471264367816; 'support': 52}; 'weighted avg': {'precision': 0.6273134759976865; 'recall': 0.6346153846153846; 'f1-score': 0.6307515473032714; 'support': 52}}
5,1,CNF,8,469,52,14,[33; 34],158,0.713669,0.653846,6,[X0 >= 66.000000 OR X2 >= 3.300000 OR X3 >= 4.100000 OR X4 >= 282.000000 OR X5 >= 21.000000 OR X8 < 2.700000],{'0.0': {'precision': 0.6136363636363636; 'recall': 0.20300751879699247; 'f1-score': 0.30508474576271183; 'support': 133}; '1.0': {'precision': 0.7505882352941177; 'recall': 0.9494047619047619; 'f1-score': 0.8383705650459922; 'support': 336}; 'accuracy': 0.7377398720682303; 'macro avg': {'precision': 0.6821122994652407; 'recall': 0.5762061403508771; 'f1-score': 0.571727655404352; 'support': 469}; 'weighted avg': {'precision': 0.7117511373613218; 'recall': 0.7377398720682303; 'f1-score': 0.687140258085062; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.2; 'f1-score': 0.25; 'support': 15}; '1.0': {'precision': 0.7209302325581395; 'recall': 0.8378378378378378; 'f1-score': 0.7749999999999999; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5271317829457364; 'recall': 0.518918918918919; 'f1-score': 0.5125; 'support': 52}; 'weighted avg': {'precision': 0.60912343470483; 'recall': 0.6538461538461539; 'f1-score': 0.6235576923076922; 'support': 52}}
5,1,CNF,9,469,52,14,[33; 34],158,0.576337,0.788462,3,[X4 >= 282.000000 OR X5 >= 43.000000 OR X9 < 0.900000],{'0.0': {'precision': 0.4567901234567901; 'recall': 0.556390977443609; 'f1-score': 0.5016949152542373; 'support': 133}; '1.0': {'precision': 0.8078175895765473; 'recall': 0.7380952380952381; 'f1-score': 0.771384136858476; 'support': 336}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.6323038565166686; 'recall': 0.6472431077694236; 'f1-score': 0.6365395260563567; 'support': 469}; 'weighted avg': {'precision': 0.7082724872440788; 'recall': 0.6865671641791045; 'f1-score': 0.6949051038662292; 'support': 469}},{'0.0': {'precision': 0.625; 'recall': 0.6666666666666666; 'f1-score': 0.6451612903225806; 'support': 15}; '1.0': {'precision': 0.8611111111111112; 'recall': 0.8378378378378378; 'f1-score': 0.8493150684931507; 'support': 37}; 'accuracy': 0.7884615384615384; 'macro avg': {'precision': 0.7430555555555556; 'recall': 0.7522522522522522; 'f1-score': 0.7472381794078657; 'support': 52}; 'weighted avg': {'precision': 0.7930021367521368; 'recall': 0.7884615384615384; 'f1-score': 0.7904245555593324; 'support': 52}}
5,1,CNF,0,468,53,7,[66; 67],158,0.815614,0.754717,6,[X3 >= 0.300000 OR X3 < 0.200000 OR X4 >= 328.000000 OR X4 < 150.000000 OR X5 >= 35.000000 OR X9 >= 1.308000],{'0.0': {'precision': 0.5405405405405406; 'recall': 0.3007518796992481; 'f1-score': 0.3864734299516908; 'support': 133}; '1.0': {'precision': 0.7639593908629442; 'recall': 0.8985074626865671; 'f1-score': 0.8257887517146777; 'support': 335}; 'accuracy': 0.7286324786324786; 'macro avg': {'precision': 0.6522499657017424; 'recall': 0.5996296711929077; 'f1-score': 0.6061310908331843; 'support': 468}; 'weighted avg': {'precision': 0.7004664269892696; 'recall': 0.7286324786324786; 'f1-score': 0.7009405940341707; 'support': 468}},{'0.0': {'precision': 0.6; 'recall': 0.4; 'f1-score': 0.48; 'support': 15}; '1.0': {'precision': 0.7906976744186046; 'recall': 0.8947368421052632; 'f1-score': 0.8395061728395061; 'support': 38}; 'accuracy': 0.7547169811320755; 'macro avg': {'precision': 0.6953488372093023; 'recall': 0.6473684210526316; 'f1-score': 0.659753086419753; 'support': 53}; 'weighted avg': {'precision': 0.7367266344888109; 'recall': 0.7547169811320755; 'f1-score': 0.7377591427905893; 'support': 53}}
5,1,CNF,1,469,52,7,[67; 67],158,0.818023,0.730769,5,[X0 >= 66.000000 OR X3 >= 1.000000 OR X4 < 150.000000 OR X6 >= 42.000000 OR X7 >= 7.300000],{'0.0': {'precision': 0.46218487394957986; 'recall': 0.41044776119402987; 'f1-score': 0.43478260869565216; 'support': 134}; '1.0': {'precision': 0.7742857142857142; 'recall': 0.808955223880597; 'f1-score': 0.7912408759124087; 'support': 335}; 'accuracy': 0.6950959488272921; 'macro avg': {'precision': 0.618235294117647; 'recall': 0.6097014925373134; 'f1-score': 0.6130117423040304; 'support': 469}; 'weighted avg': {'precision': 0.6851140456182473; 'recall': 0.6950959488272921; 'f1-score': 0.689395656707621; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.5; 'f1-score': 0.5; 'support': 14}; '1.0': {'precision': 0.8157894736842105; 'recall': 0.8157894736842105; 'f1-score': 0.8157894736842104; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6578947368421053; 'recall': 0.6578947368421053; 'f1-score': 0.6578947368421052; 'support': 52}; 'weighted avg': {'precision': 0.7307692307692307; 'recall': 0.7307692307692307; 'f1-score': 0.7307692307692307; 'support': 52}}
5,1,CNF,2,469,52,7,[67; 67],158,0.833454,0.750000,6,[X0 >= 55.000000 OR X2 >= 3.300000 OR X3 >= 1.000000 OR X4 >= 208.000000 OR X5 >= 74.000000 OR X9 >= 1.308000],{'0.0': {'precision': 0.48695652173913045; 'recall': 0.417910447761194; 'f1-score': 0.4497991967871486; 'support': 134}; '1.0': {'precision': 0.7796610169491526; 'recall': 0.8238805970149253; 'f1-score': 0.8011611030478955; 'support': 335}; 'accuracy': 0.7078891257995735; 'macro avg': {'precision': 0.6333087693441415; 'recall': 0.6208955223880597; 'f1-score': 0.625480149917522; 'support': 469}; 'weighted avg': {'precision': 0.6960311611748605; 'recall': 0.7078891257995735; 'f1-score': 0.7007719869733964; 'support': 469}},{'0.0': {'precision': 0.5714285714285714; 'recall': 0.2857142857142857; 'f1-score': 0.38095238095238093; 'support': 14}; '1.0': {'precision': 0.7777777777777778; 'recall': 0.9210526315789473; 'f1-score': 0.8433734939759038; 'support': 38}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6746031746031746; 'recall': 0.6033834586466165; 'f1-score': 0.6121629374641424; 'support': 52}; 'weighted avg': {'precision': 0.7222222222222222; 'recall': 0.75; 'f1-score': 0.7188755020080323; 'support': 52}}
5,1,CNF,3,469,52,7,[67; 67],158,0.656140,0.711538,5,[X3 >= 4.100000 OR X5 >= 30.000000 OR X6 >= 192.000000 OR X6 < 23.000000 OR X9 < 0.546000],{'0.0': {'precision': 0.43333333333333335; 'recall': 0.2932330827067669; 'f1-score': 0.34977578475336324; 'support': 133}; '1.0': {'precision': 0.7519788918205804; 'recall': 0.8482142857142857; 'f1-score': 0.7972027972027972; 'support': 336}; 'accuracy': 0.6908315565031983; 'macro avg': {'precision': 0.5926561125769569; 'recall': 0.5707236842105263; 'f1-score': 0.5734892909780802; 'support': 469}; 'weighted avg': {'precision': 0.6616167185182268; 'recall': 0.6908315565031983; 'f1-score': 0.6703205100902712; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.26666666666666666; 'f1-score': 0.3478260869565218; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.8918918918918919; 'f1-score': 0.8148148148148148; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.625; 'recall': 0.5792792792792792; 'f1-score': 0.5813204508856683; 'support': 52}; 'weighted avg': {'precision': 0.6778846153846154; 'recall': 0.7115384615384616; 'f1-score': 0.6801065279326148; 'support': 52}}
5,1,CNF,4,469,52,7,[67; 67],158,0.685402,0.730769,4,[X0 >= 49.000000 OR X3 >= 1.000000 OR X5 >= 35.000000 OR X9 < 0.900000],{'0.0': {'precision': 0.5185185185185185; 'recall': 0.3157894736842105; 'f1-score': 0.3925233644859813; 'support': 133}; '1.0': {'precision': 0.7654639175257731; 'recall': 0.8839285714285714; 'f1-score': 0.8204419889502761; 'support': 336}; 'accuracy': 0.7228144989339019; 'macro avg': {'precision': 0.6419912180221459; 'recall': 0.5998590225563909; 'f1-score': 0.6064826767181287; 'support': 469}; 'weighted avg': {'precision': 0.6954346252699843; 'recall': 0.7228144989339019; 'f1-score': 0.6990919312663716; 'support': 469}},{'0.0': {'precision': 0.5555555555555556; 'recall': 0.3333333333333333; 'f1-score': 0.4166666666666667; 'support': 15}; '1.0': {'precision': 0.7674418604651163; 'recall': 0.8918918918918919; 'f1-score': 0.825; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.661498708010336; 'recall': 0.6126126126126126; 'f1-score': 0.6208333333333333; 'support': 52}; 'weighted avg': {'precision': 0.7063208109719739; 'recall': 0.7307692307692307; 'f1-score': 0.7072115384615384; 'support': 52}}
5,1,CNF,5,469,52,7,[67; 67],158,0.727595,0.711538,5,[X0 >= 45.000000 OR X5 >= 35.000000 OR X5 < 18.000000 OR X6 < 19.000000 OR X9 < 0.900000],{'0.0': {'precision': 0.6071428571428571; 'recall': 0.2556390977443609; 'f1-score': 0.35978835978835977; 'support': 133}; '1.0': {'precision': 0.7602905569007264; 'recall': 0.9345238095238095; 'f1-score': 0.8384512683578105; 'support': 336}; 'accuracy': 0.7420042643923241; 'macro avg': {'precision': 0.6837167070217918; 'recall': 0.5950814536340852; 'f1-score': 0.5991198140730851; 'support': 469}; 'weighted avg': {'precision': 0.716860612193271; 'recall': 0.7420042643923241; 'f1-score': 0.7027110405545334; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.13333333333333333; 'f1-score': 0.2105263157894737; 'support': 15}; '1.0': {'precision': 0.7291666666666666; 'recall': 0.9459459459459459; 'f1-score': 0.8235294117647058; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6145833333333333; 'recall': 0.5396396396396397; 'f1-score': 0.5170278637770898; 'support': 52}; 'weighted avg': {'precision': 0.6630608974358974; 'recall': 0.7115384615384616; 'f1-score': 0.6467015956180042; 'support': 52}}
5,1,CNF,6,469,52,7,[67; 67],158,0.796360,0.634615,7,[(NOT X1) OR X2 >= 2.000000 OR X3 >= 1.000000 OR X3 < 0.200000 OR X4 >= 512.600000 OR X8 < 2.500000 OR X9 < 1.000000],{'0.0': {'precision': 0.44144144144144143; 'recall': 0.3684210526315789; 'f1-score': 0.4016393442622951; 'support': 133}; '1.0': {'precision': 0.7653631284916201; 'recall': 0.8154761904761905; 'f1-score': 0.7896253602305476; 'support': 336}; 'accuracy': 0.6886993603411514; 'macro avg': {'precision': 0.6034022849665308; 'recall': 0.5919486215538847; 'f1-score': 0.5956323522464213; 'support': 469}; 'weighted avg': {'precision': 0.673504739626644; 'recall': 0.6886993603411514; 'f1-score': 0.6795994751052223; 'support': 469}},{'0.0': {'precision': 0.3; 'recall': 0.2; 'f1-score': 0.24; 'support': 15}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.8108108108108109; 'f1-score': 0.759493670886076; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5071428571428571; 'recall': 0.5054054054054055; 'f1-score': 0.499746835443038; 'support': 52}; 'weighted avg': {'precision': 0.5947802197802198; 'recall': 0.6346153846153846; 'f1-score': 0.6096397273612464; 'support': 52}}
5,1,CNF,7,469,52,7,[67; 67],158,0.773270,0.615385,4,[X0 >= 49.000000 OR X2 >= 1.000000 OR X3 >= 0.300000 OR X6 < 28.000000],{'0.0': {'precision': 0.5070422535211268; 'recall': 0.2706766917293233; 'f1-score': 0.35294117647058826; 'support': 133}; '1.0': {'precision': 0.7562814070351759; 'recall': 0.8958333333333334; 'f1-score': 0.8201634877384196; 'support': 336}; 'accuracy': 0.7185501066098081; 'macro avg': {'precision': 0.6316618302781514; 'recall': 0.5832550125313283; 'f1-score': 0.586552332104504; 'support': 469}; 'weighted avg': {'precision': 0.6856016470834306; 'recall': 0.7185501066098081; 'f1-score': 0.6876676084236615; 'support': 469}},{'0.0': {'precision': 0.2727272727272727; 'recall': 0.2; 'f1-score': 0.23076923076923075; 'support': 15}; '1.0': {'precision': 0.7073170731707317; 'recall': 0.7837837837837838; 'f1-score': 0.7435897435897435; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.4900221729490022; 'recall': 0.49189189189189186; 'f1-score': 0.4871794871794871; 'support': 52}; 'weighted avg': {'precision': 0.5819546307351184; 'recall': 0.6153846153846154; 'f1-score': 0.5956607495069033; 'support': 52}}
5,1,CNF,8,469,52,7,[67; 67],158,1.054966,0.653846,7,[X0 >= 60.000000 OR (NOT X1) OR X3 >= 0.600000 OR X3 < 0.200000 OR X4 >= 328.000000 OR X5 >= 74.000000 OR X7 >= 7.900000],{'0.0': {'precision': 0.47191011235955055; 'recall': 0.3157894736842105; 'f1-score': 0.37837837837837834; 'support': 133}; '1.0': {'precision': 0.7605263157894737; 'recall': 0.8601190476190477; 'f1-score': 0.8072625698324022; 'support': 336}; 'accuracy': 0.7057569296375267; 'macro avg': {'precision': 0.6162182140745122; 'recall': 0.587954260651629; 'f1-score': 0.5928204741053903; 'support': 469}; 'weighted avg': {'precision': 0.678679929742182; 'recall': 0.7057569296375267; 'f1-score': 0.6856386946439477; 'support': 469}},{'0.0': {'precision': 0.36363636363636365; 'recall': 0.26666666666666666; 'f1-score': 0.30769230769230765; 'support': 15}; '1.0': {'precision': 0.7317073170731707; 'recall': 0.8108108108108109; 'f1-score': 0.7692307692307694; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5476718403547671; 'recall': 0.5387387387387388; 'f1-score': 0.5384615384615385; 'support': 52}; 'weighted avg': {'precision': 0.6255330035817841; 'recall': 0.6538461538461539; 'f1-score': 0.636094674556213; 'support': 52}}
