lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,3296,[8; 9],262,147.272694,0.711361,2,[X3 == 14 OR X6 == 12],{'0': {'precision': 0.7724980436483784; 'recall': 0.8874294561254558; 'f1-score': 0.8259848925043579; 'support': 20023}; '1': {'precision': 0.33155397390272834; 'recall': 0.17603527003621477; 'f1-score': 0.22997017381466625; 'support': 6351}; 'accuracy': 0.7161219382725411; 'macro avg': {'precision': 0.5520260087755533; 'recall': 0.5317323630808353; 'f1-score': 0.5279775331595121; 'support': 26374}; 'weighted avg': {'precision': 0.6663163576335673; 'recall': 0.7161219382725411; 'f1-score': 0.6824613663650453; 'support': 26374}},{'0': {'precision': 0.7726374060893634; 'recall': 0.8782022471910113; 'f1-score': 0.8220445940260833; 'support': 2225}; '1': {'precision': 0.32587064676616917; 'recall': 0.18555240793201133; 'f1-score': 0.2364620938628159; 'support': 706}; 'accuracy': 0.7113613101330604; 'macro avg': {'precision': 0.5492540264277663; 'recall': 0.5318773275615113; 'f1-score': 0.5292533439444496; 'support': 2931}; 'weighted avg': {'precision': 0.6650231679173486; 'recall': 0.7113613101330604; 'f1-score': 0.6809933333248664; 'support': 2931}}
5,1,CNF,1,26374,2931,824,[32; 33],262,76.958352,0.686455,9,[X3 == 2 OR X3 == 10 OR X3 == 14 OR X4 >= 13.000000 OR X6 == 4 OR X6 == 5 OR X13 == 0 OR X13 == 8 OR X13 == 41],{'0': {'precision': 0.8523241954707985; 'recall': 0.7142785796334216; 'f1-score': 0.7772192484308345; 'support': 20023}; '1': {'precision': 0.40368980612883054; 'recall': 0.6098252243741143; 'f1-score': 0.4857949200376293; 'support': 6351}; 'accuracy': 0.6891256540532342; 'macro avg': {'precision': 0.6280070007998145; 'recall': 0.662051902003768; 'f1-score': 0.6315070842342319; 'support': 26374}; 'weighted avg': {'precision': 0.7442906394417229; 'recall': 0.6891256540532342; 'f1-score': 0.7070427143584432; 'support': 26374}},{'0': {'precision': 0.8552774755168662; 'recall': 0.7065168539325842; 'f1-score': 0.7738124538518337; 'support': 2225}; '1': {'precision': 0.4025617566331198; 'recall': 0.623229461756374; 'f1-score': 0.48916064480266813; 'support': 706}; 'accuracy': 0.6864551347662914; 'macro avg': {'precision': 0.628919616074993; 'recall': 0.6648731578444791; 'f1-score': 0.6314865493272509; 'support': 2931}; 'weighted avg': {'precision': 0.7462302910979222; 'recall': 0.6864551347662914; 'f1-score': 0.7052473985162107; 'support': 2931}}
5,1,CNF,2,26374,2931,824,[32; 33],262,72.996119,0.653702,10,[X1 == 0 OR X3 == 10 OR X3 == 14 OR X6 == 14 OR X7 == 2 OR X12 >= 55.000000 OR X13 == 2 OR X13 == 3 OR X13 == 5 OR X13 == 27],{'0': {'precision': 0.7768477654339776; 'recall': 0.7648204564750537; 'f1-score': 0.7707871954902357; 'support': 20023}; '1': {'precision': 0.2930490917279688; 'recall': 0.30735317272870416; 'f1-score': 0.3000307408545958; 'support': 6351}; 'accuracy': 0.6546598923181921; 'macro avg': {'precision': 0.5349484285809731; 'recall': 0.5360868146018789; 'f1-score': 0.5354089681724157; 'support': 26374}; 'weighted avg': {'precision': 0.6603464620023078; 'recall': 0.6546598923181921; 'f1-score': 0.6574265280377845; 'support': 26374}},{'0': {'precision': 0.776255707762557; 'recall': 0.7640449438202247; 'f1-score': 0.7701019252548131; 'support': 2225}; '1': {'precision': 0.291497975708502; 'recall': 0.3059490084985836; 'f1-score': 0.29854872149274364; 'support': 706}; 'accuracy': 0.6537018082565678; 'macro avg': {'precision': 0.5338768417355295; 'recall': 0.5349969761594041; 'f1-score': 0.5343253233737784; 'support': 2931}; 'weighted avg': {'precision': 0.6594904539822217; 'recall': 0.6537018082565678; 'f1-score': 0.6565172913905958; 'support': 2931}}
5,1,CNF,3,26374,2931,824,[32; 33],262,85.540831,0.672467,6,[X3 == 8 OR X3 == 12 OR X3 == 14 OR X8 == 2 OR X13 == 1 OR X13 == 38],{'0': {'precision': 0.7774403264841266; 'recall': 0.8182090595814813; 'f1-score': 0.7973038738563365; 'support': 20023}; '1': {'precision': 0.31333710620637617; 'recall': 0.2615336167532672; 'f1-score': 0.28510127016821146; 'support': 6351}; 'accuracy': 0.684158641085918; 'macro avg': {'precision': 0.5453887163452514; 'recall': 0.5398713381673742; 'f1-score': 0.541202572012274; 'support': 26374}; 'weighted avg': {'precision': 0.6656817933839525; 'recall': 0.684158641085918; 'f1-score': 0.6739627524480071; 'support': 26374}},{'0': {'precision': 0.775599128540305; 'recall': 0.8; 'f1-score': 0.7876106194690266; 'support': 2225}; '1': {'precision': 0.300314465408805; 'recall': 0.2705382436260623; 'f1-score': 0.28464977645305506; 'support': 706}; 'accuracy': 0.6724667349027635; 'macro avg': {'precision': 0.537956796974555; 'recall': 0.5352691218130312; 'f1-score': 0.5361301979610408; 'support': 2931}; 'weighted avg': {'precision': 0.6611156852885687; 'recall': 0.6724667349027635; 'f1-score': 0.6664607200595158; 'support': 2931}}
5,1,CNF,4,26374,2931,824,[32; 33],262,95.215909,0.729103,9,[X1 == 5 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X6 == 13 OR X7 == 5 OR X13 == 5 OR X13 == 33],{'0': {'precision': 0.832191609580479; 'recall': 0.8311941267542327; 'f1-score': 0.8316925690870022; 'support': 20023}; '1': {'precision': 0.46980392156862744; 'recall': 0.4715792788537238; 'f1-score': 0.47068992613547067; 'support': 6351}; 'accuracy': 0.7445969515431865; 'macro avg': {'precision': 0.6509977655745532; 'recall': 0.6513867028039783; 'f1-score': 0.6511912476112365; 'support': 26374}; 'weighted avg': {'precision': 0.7449267196675621; 'recall': 0.7445969515431865; 'f1-score': 0.7447612054187995; 'support': 26374}},{'0': {'precision': 0.8224425416854438; 'recall': 0.8202247191011236; 'f1-score': 0.8213321332133213; 'support': 2225}; '1': {'precision': 0.43820224719101125; 'recall': 0.44192634560906513; 'f1-score': 0.44005641748942176; 'support': 706}; 'accuracy': 0.7291026953258274; 'macro avg': {'precision': 0.6303223944382276; 'recall': 0.6310755323550944; 'f1-score': 0.6306942753513716; 'support': 2931}; 'weighted avg': {'precision': 0.7298892670648128; 'recall': 0.7291026953258274; 'f1-score': 0.7294929468260565; 'support': 2931}}
5,1,CNF,5,26375,2930,824,[32; 33],262,110.130185,0.711263,11,[X3 == 4 OR X3 == 7 OR X3 == 9 OR X3 == 10 OR X3 == 14 OR X6 == 11 OR X8 == 1 OR X13 == 1 OR X13 == 17 OR X13 == 35 OR X13 == 41],{'0': {'precision': 0.8151067494910477; 'recall': 0.7798531688558158; 'f1-score': 0.7970903522205207; 'support': 20023}; '1': {'precision': 0.3893045164865614; 'recall': 0.44238035264483627; 'f1-score': 0.41414885777450267; 'support': 6352}; 'accuracy': 0.6985781990521327; 'macro avg': {'precision': 0.6022056329888046; 'recall': 0.6111167607503261; 'f1-score': 0.6056196049975117; 'support': 26375}; 'weighted avg': {'precision': 0.7125590420391236; 'recall': 0.6985781990521327; 'f1-score': 0.7048649731600048; 'support': 26375}},{'0': {'precision': 0.8205485820548583; 'recall': 0.7932584269662921; 'f1-score': 0.806672760511883; 'support': 2225}; '1': {'precision': 0.40949935815147626; 'recall': 0.4524822695035461; 'f1-score': 0.42991913746630733; 'support': 705}; 'accuracy': 0.7112627986348122; 'macro avg': {'precision': 0.6150239701031672; 'recall': 0.6228703482349192; 'f1-score': 0.6182959489890951; 'support': 2930}; 'weighted avg': {'precision': 0.7216442466105292; 'recall': 0.7112627986348122; 'f1-score': 0.7160204382432377; 'support': 2930}}
5,1,CNF,6,26375,2930,824,[32; 33],262,120.570337,0.627645,12,[X1 == 2 OR X3 == 0 OR X3 == 10 OR X3 == 12 OR X6 == 13 OR X6 == 14 OR X8 == 2 OR X13 == 2 OR X13 == 7 OR X13 == 9 OR X13 == 12 OR X13 == 34],{'0': {'precision': 0.7720992984349703; 'recall': 0.7145282924636668; 'f1-score': 0.7421990506575364; 'support': 20023}; '1': {'precision': 0.27138304652644996; 'recall': 0.33517002518891686; 'f1-score': 0.2999225188420089; 'support': 6352}; 'accuracy': 0.6231658767772512; 'macro avg': {'precision': 0.5217411724807102; 'recall': 0.5248491588262918; 'f1-score': 0.5210607847497727; 'support': 26375}; 'weighted avg': {'precision': 0.6515097389232009; 'recall': 0.6231658767772512; 'f1-score': 0.6356837698957456; 'support': 26375}},{'0': {'precision': 0.7741779497098646; 'recall': 0.7195505617977528; 'f1-score': 0.7458653622175635; 'support': 2225}; '1': {'precision': 0.27610208816705334; 'recall': 0.3375886524822695; 'f1-score': 0.3037651563497128; 'support': 705}; 'accuracy': 0.6276450511945393; 'macro avg': {'precision': 0.525140018938459; 'recall': 0.5285696071400111; 'f1-score': 0.5248152592836381; 'support': 2930}; 'weighted avg': {'precision': 0.6543337577686763; 'recall': 0.6276450511945393; 'f1-score': 0.639489715413183; 'support': 2930}}
5,1,CNF,7,26375,2930,824,[32; 33],262,134.137525,0.657679,7,[X1 == 0 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X13 == 11 OR X13 == 20 OR X13 != 39],{'0': {'precision': 0.7928147520135651; 'recall': 0.7472406732257904; 'f1-score': 0.7693533873248489; 'support': 20023}; '1': {'precision': 0.32546981207516995; 'recall': 0.3844458438287154; 'f1-score': 0.35250811981234215; 'support': 6352}; 'accuracy': 0.659867298578199; 'macro avg': {'precision': 0.5591422820443676; 'recall': 0.5658432585272528; 'f1-score': 0.5609307535685956; 'support': 26375}; 'weighted avg': {'precision': 0.6802621431609135; 'recall': 0.659867298578199; 'f1-score': 0.6689628228039223; 'support': 26375}},{'0': {'precision': 0.7892992424242424; 'recall': 0.7492134831460674; 'f1-score': 0.7687341480285912; 'support': 2225}; '1': {'precision': 0.31784841075794623; 'recall': 0.36879432624113473; 'f1-score': 0.34143138542350626; 'support': 705}; 'accuracy': 0.657679180887372; 'macro avg': {'precision': 0.5535738265910943; 'recall': 0.5590039046936011; 'f1-score': 0.5550827667260487; 'support': 2930}; 'weighted avg': {'precision': 0.6758614143270619; 'recall': 0.657679180887372; 'f1-score': 0.6659189781867533; 'support': 2930}}
5,1,CNF,8,26375,2930,824,[32; 33],262,92.860671,0.720478,9,[X1 == 5 OR X3 == 9 OR X3 == 10 OR X3 == 14 OR X6 == 4 OR X7 == 5 OR X13 == 11 OR X13 == 22 OR X13 == 23],{'0': {'precision': 0.8530236732862112; 'recall': 0.7593887335197763; 'f1-score': 0.8034874504623515; 'support': 20024}; '1': {'precision': 0.4364253129020938; 'recall': 0.5874665407022516; 'f1-score': 0.5008053691275168; 'support': 6351}; 'accuracy': 0.7179905213270142; 'macro avg': {'precision': 0.6447244930941525; 'recall': 0.6734276371110139; 'f1-score': 0.6521464097949341; 'support': 26375}; 'weighted avg': {'precision': 0.7527083676255656; 'recall': 0.7179905213270142; 'f1-score': 0.7306027528867104; 'support': 26375}},{'0': {'precision': 0.8615542974781266; 'recall': 0.7526978417266187; 'f1-score': 0.8034557235421166; 'support': 2224}; '1': {'precision': 0.44275582573454914; 'recall': 0.6189801699716714; 'f1-score': 0.51624335499114; 'support': 706}; 'accuracy': 0.7204778156996587; 'macro avg': {'precision': 0.6521550616063378; 'recall': 0.685839005849145; 'f1-score': 0.6598495392666284; 'support': 2930}; 'weighted avg': {'precision': 0.7606424472900838; 'recall': 0.7204778156996587; 'f1-score': 0.7342502859322225; 'support': 2930}}
5,1,CNF,9,26375,2930,824,[32; 33],262,81.013876,0.722867,3,[X3 == 9 OR X3 == 12 OR X6 == 11],{'0': {'precision': 0.8194499406410763; 'recall': 0.8273072313224131; 'f1-score': 0.8233598409542743; 'support': 20024}; '1': {'precision': 0.4385452183796071; 'recall': 0.42528735632183906; 'f1-score': 0.43181454836131095; 'support': 6351}; 'accuracy': 0.7305023696682464; 'macro avg': {'precision': 0.6289975795103417; 'recall': 0.6262972938221261; 'f1-score': 0.6275871946577927; 'support': 26375}; 'weighted avg': {'precision': 0.7277295277090349; 'recall': 0.7305023696682464; 'f1-score': 0.7290772190298038; 'support': 26375}},{'0': {'precision': 0.8143365983971504; 'recall': 0.8223920863309353; 'f1-score': 0.81834451901566; 'support': 2224}; '1': {'precision': 0.42251461988304095; 'recall': 0.4093484419263456; 'f1-score': 0.4158273381294964; 'support': 706}; 'accuracy': 0.7228668941979522; 'macro avg': {'precision': 0.6184256091400957; 'recall': 0.6158702641286404; 'f1-score': 0.6170859285725782; 'support': 2930}; 'weighted avg': {'precision': 0.7199248861681535; 'recall': 0.7228668941979522; 'f1-score': 0.7213557375461611; 'support': 2930}}
5,1,CNF,0,26374,2931,412,[64; 65],262,33.600302,0.700444,10,[X1 == 5 OR X2 >= 329054.000000 OR X3 == 10 OR X6 == 4 OR X6 == 11 OR X13 == 10 OR X13 == 11 OR X13 == 21 OR X13 == 22 OR X13 == 38],{'0': {'precision': 0.8120215187254294; 'recall': 0.7839984018378864; 'f1-score': 0.797763943590395; 'support': 20023}; '1': {'precision': 0.38582788980403293; 'recall': 0.42780664462289403; 'f1-score': 0.4057343388337191; 'support': 6351}; 'accuracy': 0.6982255251383939; 'macro avg': {'precision': 0.5989247042647312; 'recall': 0.6059025232303902; 'f1-score': 0.601749141212057; 'support': 26374}; 'weighted avg': {'precision': 0.7093918176076699; 'recall': 0.6982255251383939; 'f1-score': 0.7033611218792535; 'support': 26374}},{'0': {'precision': 0.8122392211404729; 'recall': 0.7874157303370787; 'f1-score': 0.79963486992241; 'support': 2225}; '1': {'precision': 0.3888888888888889; 'recall': 0.4263456090651558; 'f1-score': 0.4067567567567567; 'support': 706}; 'accuracy': 0.7004435346298191; 'macro avg': {'precision': 0.6005640550146809; 'recall': 0.6068806697011172; 'f1-score': 0.6031958133395834; 'support': 2931}; 'weighted avg': {'precision': 0.7102653778891531; 'recall': 0.7004435346298191; 'f1-score': 0.7050009743594788; 'support': 2931}}
5,1,CNF,1,26374,2931,412,[64; 65],262,30.837806,0.735926,11,[X1 == 5 OR X3 == 10 OR X3 == 12 OR X4 >= 13.000000 OR X5 == 1 OR X13 == 5 OR X13 == 7 OR X13 == 20 OR X13 == 23 OR X13 == 35 OR X13 == 36],{'0': {'precision': 0.8458850526754981; 'recall': 0.8100184787494381; 'f1-score': 0.8275633339286169; 'support': 20023}; '1': {'precision': 0.4716666666666667; 'recall': 0.5347189418989136; 'f1-score': 0.5012176223156962; 'support': 6351}; 'accuracy': 0.7437248805641921; 'macro avg': {'precision': 0.6587758596710824; 'recall': 0.6723687103241758; 'f1-score': 0.6643904781221566; 'support': 26374}; 'weighted avg': {'precision': 0.7557712675256502; 'recall': 0.7437248805641921; 'f1-score': 0.7489775443459348; 'support': 26374}},{'0': {'precision': 0.8466316292403249; 'recall': 0.7964044943820224; 'f1-score': 0.8207503473830476; 'support': 2225}; '1': {'precision': 0.4594272076372315; 'recall': 0.5453257790368272; 'f1-score': 0.49870466321243523; 'support': 706}; 'accuracy': 0.7359263050153532; 'macro avg': {'precision': 0.6530294184387782; 'recall': 0.6708651367094248; 'f1-score': 0.6597275052977414; 'support': 2931}; 'weighted avg': {'precision': 0.7533643751796685; 'recall': 0.7359263050153532; 'f1-score': 0.7431781013835755; 'support': 2931}}
5,1,CNF,2,26374,2931,412,[64; 65],262,30.225001,0.705561,6,[X3 == 10 OR X5 == 1 OR X6 == 4 OR X6 == 12 OR X13 == 10 OR X13 == 41],{'0': {'precision': 0.8120315981365201; 'recall': 0.8008789891624631; 'f1-score': 0.8064167358125266; 'support': 20023}; '1': {'precision': 0.39827950498038034; 'recall': 0.4155251141552511; 'f1-score': 0.4067195807967943; 'support': 6351}; 'accuracy': 0.7080837188139835; 'macro avg': {'precision': 0.6051555515584502; 'recall': 0.6082020516588571; 'f1-score': 0.6065681583046605; 'support': 26374}; 'weighted avg': {'precision': 0.7123978852513058; 'recall': 0.7080837188139835; 'f1-score': 0.7101675270650892; 'support': 26374}},{'0': {'precision': 0.8021295474711624; 'recall': 0.8125842696629213; 'f1-score': 0.8073230631837464; 'support': 2225}; '1': {'precision': 0.38404726735598227; 'recall': 0.36827195467422097; 'f1-score': 0.37599421547360806; 'support': 706}; 'accuracy': 0.7055612418969635; 'macro avg': {'precision': 0.5930884074135723; 'recall': 0.5904281121685712; 'f1-score': 0.5916586393286772; 'support': 2931}; 'weighted avg': {'precision': 0.7014246379654248; 'recall': 0.7055612418969635; 'f1-score': 0.7034274076111235; 'support': 2931}}
5,1,CNF,3,26374,2931,412,[64; 65],262,33.977597,0.683043,8,[X0 >= 58.000000 OR X1 == 1 OR X3 == 9 OR X3 == 14 OR X7 == 5 OR X13 == 6 OR X13 == 20 OR X13 == 21],{'0': {'precision': 0.8239135329880658; 'recall': 0.7309593966938022; 'f1-score': 0.7746579511472199; 'support': 20023}; '1': {'precision': 0.3743321718931475; 'recall': 0.5074791371437569; 'f1-score': 0.4308535525700154; 'support': 6351}; 'accuracy': 0.6771441571244408; 'macro avg': {'precision': 0.5991228524406067; 'recall': 0.6192192669187795; 'f1-score': 0.6027557518586176; 'support': 26374}; 'weighted avg': {'precision': 0.7156519411053848; 'recall': 0.6771441571244408; 'f1-score': 0.6918680165387485; 'support': 26374}},{'0': {'precision': 0.8253012048192772; 'recall': 0.7388764044943821; 'f1-score': 0.779701209390562; 'support': 2225}; '1': {'precision': 0.3812566560170394; 'recall': 0.5070821529745042; 'f1-score': 0.435258358662614; 'support': 706}; 'accuracy': 0.6830433299215285; 'macro avg': {'precision': 0.6032789304181583; 'recall': 0.6229792787344431; 'f1-score': 0.607479784026588; 'support': 2931}; 'weighted avg': {'precision': 0.7183426748109593; 'recall': 0.6830433299215286; 'f1-score': 0.696734081238419; 'support': 2931}}
5,1,CNF,4,26374,2931,412,[64; 65],262,34.588912,0.739679,9,[X1 == 5 OR X3 == 2 OR X3 == 12 OR X7 == 5 OR X13 == 12 OR X13 == 22 OR X13 == 24 OR X13 == 33 OR X13 == 34],{'0': {'precision': 0.797028601930519; 'recall': 0.8948708984667633; 'f1-score': 0.8431206474684735; 'support': 20023}; '1': {'precision': 0.4592858977652196; 'recall': 0.28153046764289086; 'f1-score': 0.3490823896915268; 'support': 6351}; 'accuracy': 0.7471752483506484; 'macro avg': {'precision': 0.6281572498478694; 'recall': 0.5882006830548271; 'f1-score': 0.5961015185800002; 'support': 26374}; 'weighted avg': {'precision': 0.7156983556973417; 'recall': 0.7471752483506484; 'f1-score': 0.72415359752757; 'support': 26374}},{'0': {'precision': 0.7949959644874899; 'recall': 0.8853932584269663; 'f1-score': 0.8377631299170742; 'support': 2225}; '1': {'precision': 0.4370860927152318; 'recall': 0.2804532577903683; 'f1-score': 0.34167385677308026; 'support': 706}; 'accuracy': 0.7396792903445923; 'macro avg': {'precision': 0.6160410286013609; 'recall': 0.5829232581086673; 'f1-score': 0.5897184933450772; 'support': 2931}; 'weighted avg': {'precision': 0.7087849888917157; 'recall': 0.7396792903445923; 'f1-score': 0.7182684090574156; 'support': 2931}}
5,1,CNF,5,26375,2930,412,[64; 65],262,45.474509,0.679522,14,[X1 == 5 OR X1 == 6 OR X3 == 6 OR X3 == 8 OR X3 == 10 OR X6 == 4 OR X6 == 11 OR X13 == 1 OR X13 == 3 OR X13 == 12 OR X13 == 18 OR X13 == 22 OR X13 == 29 OR X13 == 30],{'0': {'precision': 0.8173434719301084; 'recall': 0.7569295310393048; 'f1-score': 0.7859772856920604; 'support': 20023}; '1': {'precision': 0.3785750766087845; 'recall': 0.46678211586901763; 'f1-score': 0.41807670614777215; 'support': 6352}; 'accuracy': 0.6870521327014218; 'macro avg': {'precision': 0.5979592742694464; 'recall': 0.6118558234541612; 'f1-score': 0.6020269959199163; 'support': 26375}; 'weighted avg': {'precision': 0.7116730701450449; 'recall': 0.6870521327014218; 'f1-score': 0.6973742721843705; 'support': 26375}},{'0': {'precision': 0.8148873653281097; 'recall': 0.7478651685393258; 'f1-score': 0.7799390672603703; 'support': 2225}; '1': {'precision': 0.36824324324324326; 'recall': 0.46382978723404256; 'f1-score': 0.41054613935969864; 'support': 705}; 'accuracy': 0.6795221843003413; 'macro avg': {'precision': 0.5915653042856764; 'recall': 0.6058474778866842; 'f1-score': 0.5952426033100344; 'support': 2930}; 'weighted avg': {'precision': 0.7074183871472801; 'recall': 0.6795221843003413; 'f1-score': 0.6910578337552599; 'support': 2930}}
5,1,CNF,6,26375,2930,412,[64; 65],262,130.681767,0.752901,8,[X1 == 2 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X13 == 2 OR X13 == 3 OR X13 == 21],{'0': {'precision': 0.7962889154598999; 'recall': 0.898017280127853; 'f1-score': 0.8440991456201296; 'support': 20023}; '1': {'precision': 0.46178176067474963; 'recall': 0.27581863979848864; 'f1-score': 0.34535777646363097; 'support': 6352}; 'accuracy': 0.748170616113744; 'macro avg': {'precision': 0.6290353380673248; 'recall': 0.5869179599631709; 'f1-score': 0.5947284610418803; 'support': 26375}; 'weighted avg': {'precision': 0.7157281781254818; 'recall': 0.748170616113744; 'f1-score': 0.7239852052644109; 'support': 26375}},{'0': {'precision': 0.7925925925925926; 'recall': 0.9137078651685393; 'f1-score': 0.8488517745302715; 'support': 2225}; '1': {'precision': 0.473972602739726; 'recall': 0.2453900709219858; 'f1-score': 0.3233644859813084; 'support': 705}; 'accuracy': 0.752901023890785; 'macro avg': {'precision': 0.6332825976661594; 'recall': 0.5795489680452626; 'f1-score': 0.58610813025579; 'support': 2930}; 'weighted avg': {'precision': 0.7159280557849916; 'recall': 0.752901023890785; 'f1-score': 0.7224120003230978; 'support': 2930}}
5,1,CNF,7,26375,2930,412,[64; 65],262,44.693223,0.704778,10,[X2 >= 329054.000000 OR X3 == 3 OR X3 == 12 OR X5 == 1 OR X8 == 0 OR X13 == 1 OR X13 == 6 OR X13 == 11 OR X13 == 18 OR X13 == 30],{'0': {'precision': 0.7754698773034328; 'recall': 0.8427808020776107; 'f1-score': 0.8077254451464675; 'support': 20023}; '1': {'precision': 0.31772865192891203; 'recall': 0.2307934508816121; 'f1-score': 0.26737187670983037; 'support': 6352}; 'accuracy': 0.6953933649289099; 'macro avg': {'precision': 0.5465992646161724; 'recall': 0.5367871264796115; 'f1-score': 0.5375486609281489; 'support': 26375}; 'weighted avg': {'precision': 0.6652301706274535; 'recall': 0.6953933649289099; 'f1-score': 0.6775898672617464; 'support': 26375}},{'0': {'precision': 0.7786885245901639; 'recall': 0.8539325842696629; 'f1-score': 0.8145766345123258; 'support': 2225}; '1': {'precision': 0.336734693877551; 'recall': 0.23404255319148937; 'f1-score': 0.2761506276150627; 'support': 705}; 'accuracy': 0.7047781569965871; 'macro avg': {'precision': 0.5577116092338574; 'recall': 0.5439875687305762; 'f1-score': 0.5453636310636942; 'support': 2930}; 'weighted avg': {'precision': 0.6723480977463441; 'recall': 0.7047781569965871; 'f1-score': 0.6850236192008683; 'support': 2930}}
