l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,3296,[8; 9],262,264.908865,0.601160,5,[X0 >= 45.000000 OR X1 == 2 OR X1 == 5 OR X3 == 12 OR X6 == 3],{'0': {'precision': 0.835547810934437; 'recall': 0.5747390500923938; 'f1-score': 0.6810273405136702; 'support': 20023}; '1': {'precision': 0.3242599793667169; 'recall': 0.6433632498819084; 'f1-score': 0.4311945968763191; 'support': 6351}; 'accuracy': 0.5912641237582468; 'macro avg': {'precision': 0.5799038951505769; 'recall': 0.6090511499871512; 'f1-score': 0.5561109686949947; 'support': 26374}; 'weighted avg': {'precision': 0.7124269715362952; 'recall': 0.5912641237582468; 'f1-score': 0.6208662820909502; 'support': 26374}},{'0': {'precision': 0.8346007604562737; 'recall': 0.5919101123595506; 'f1-score': 0.692611096502761; 'support': 2225}; '1': {'precision': 0.3288987435328899; 'recall': 0.6303116147308782; 'f1-score': 0.43224866440019427; 'support': 706}; 'accuracy': 0.6011600136472194; 'macro avg': {'precision': 0.5817497519945818; 'recall': 0.6111108635452144; 'f1-score': 0.5624298804514776; 'support': 2931}; 'weighted avg': {'precision': 0.712790585107277; 'recall': 0.6011600136472194; 'f1-score': 0.6298967065114911; 'support': 2931}}
l: 5,1,CNF,1,26374,2931,824,[32; 33],262,39.684225,0.709655,8,[X3 == 10 OR X3 == 14 OR X5 == 5 OR X6 == 7 OR X13 == 7 OR X13 == 8 OR X13 == 18 OR X13 == 34],{'0': {'precision': 0.7616613972021309; 'recall': 0.8782899665384808; 'f1-score': 0.8158285396177398; 'support': 20023}; '1': {'precision': 0.25814307458143076; 'recall': 0.13352227995591245; 'f1-score': 0.17600664176006645; 'support': 6351}; 'accuracy': 0.6989459315993023; 'macro avg': {'precision': 0.5099022358917809; 'recall': 0.5059061232471966; 'f1-score': 0.4959175906889031; 'support': 26374}; 'weighted avg': {'precision': 0.6404114970366623; 'recall': 0.6989459315993023; 'f1-score': 0.6617560108661632; 'support': 26374}},{'0': {'precision': 0.7654559505409583; 'recall': 0.8903370786516854; 'f1-score': 0.823187201329732; 'support': 2225}; '1': {'precision': 0.2886297376093295; 'recall': 0.14022662889518414; 'f1-score': 0.18875119161105813; 'support': 706}; 'accuracy': 0.7096554077106789; 'macro avg': {'precision': 0.5270428440751439; 'recall': 0.5152818537734348; 'f1-score': 0.5059691964703951; 'support': 2931}; 'weighted avg': {'precision': 0.6506011889136195; 'recall': 0.7096554077106789; 'f1-score': 0.6703684286032279; 'support': 2931}}
l: 5,1,CNF,2,26374,2931,824,[32; 33],262,38.709284,0.699079,8,[X1 == 5 OR X3 == 7 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 11 OR X7 == 5 OR X12 >= 48.000000],{'0': {'precision': 0.851836758456075; 'recall': 0.7307596264296059; 'f1-score': 0.7866666666666667; 'support': 20023}; '1': {'precision': 0.41383059693378277; 'recall': 0.5992757046134467; 'f1-score': 0.48958065346025215; 'support': 6351}; 'accuracy': 0.6990975961173883; 'macro avg': {'precision': 0.6328336776949288; 'recall': 0.6650176655215263; 'f1-score': 0.6381236600634594; 'support': 26374}; 'weighted avg': {'precision': 0.7463625364257391; 'recall': 0.6990975961173883; 'f1-score': 0.7151267686658349; 'support': 26374}},{'0': {'precision': 0.8491939677587104; 'recall': 0.7339325842696629; 'f1-score': 0.787367405978785; 'support': 2225}; '1': {'precision': 0.4126984126984127; 'recall': 0.5892351274787535; 'f1-score': 0.48541423570595094; 'support': 706}; 'accuracy': 0.6990788126919141; 'macro avg': {'precision': 0.6309461902285616; 'recall': 0.6615838558742082; 'f1-score': 0.636390820842368; 'support': 2931}; 'weighted avg': {'precision': 0.744053789705974; 'recall': 0.6990788126919141; 'f1-score': 0.7146349125592624; 'support': 2931}}
l: 5,1,CNF,3,26374,2931,824,[32; 33],262,38.749166,0.762197,7,[X3 == 3 OR X3 == 10 OR X3 == 14 OR X7 == 5 OR X13 == 9 OR X13 == 10 OR X13 == 34],{'0': {'precision': 0.786116866970576; 'recall': 0.9473605353843081; 'f1-score': 0.8592394627771612; 'support': 20023}; '1': {'precision': 0.5303030303030303; 'recall': 0.18737206739096204; 'f1-score': 0.27690517742873766; 'support': 6351}; 'accuracy': 0.7643512550238871; 'macro avg': {'precision': 0.6582099486368032; 'recall': 0.5673663013876351; 'f1-score': 0.5680723201029494; 'support': 26374}; 'weighted avg': {'precision': 0.7245155294155755; 'recall': 0.7643512550238871; 'f1-score': 0.7190102580206649; 'support': 26374}},{'0': {'precision': 0.7876506024096386; 'recall': 0.9402247191011236; 'f1-score': 0.8572013931571401; 'support': 2225}; '1': {'precision': 0.5163636363636364; 'recall': 0.20113314447592068; 'f1-score': 0.28950050968399593; 'support': 706}; 'accuracy': 0.7621972023200273; 'macro avg': {'precision': 0.6520071193866375; 'recall': 0.5706789317885221; 'f1-score': 0.573350951420568; 'support': 2931}; 'weighted avg': {'precision': 0.7223047825432184; 'recall': 0.7621972023200273; 'f1-score': 0.7204573386596853; 'support': 2931}}
l: 5,1,CNF,4,26374,2931,824,[32; 33],262,42.470023,0.718185,7,[X2 >= 329054.000000 OR X3 == 12 OR X3 == 14 OR X7 == 5 OR X13 == 20 OR X13 == 29 OR X13 == 31],{'0': {'precision': 0.7978361817224376; 'recall': 0.8323428057733606; 'f1-score': 0.814724286272976; 'support': 20023}; '1': {'precision': 0.3879671832269827; 'recall': 0.33506534404030863; 'f1-score': 0.3595809395065901; 'support': 6351}; 'accuracy': 0.7125957382270418; 'macro avg': {'precision': 0.5929016824747102; 'recall': 0.5837040749068346; 'f1-score': 0.587152612889783; 'support': 26374}; 'weighted avg': {'precision': 0.6991375387617705; 'recall': 0.7125957382270418; 'f1-score': 0.7051233385474389; 'support': 26374}},{'0': {'precision': 0.7993153615746684; 'recall': 0.8395505617977528; 'f1-score': 0.8189390618149934; 'support': 2225}; '1': {'precision': 0.398989898989899; 'recall': 0.3356940509915014; 'f1-score': 0.36461538461538456; 'support': 706}; 'accuracy': 0.7181849198225861; 'macro avg': {'precision': 0.5991526302822837; 'recall': 0.5876223063946271; 'f1-score': 0.591777223215189; 'support': 2931}; 'weighted avg': {'precision': 0.7028875974720252; 'recall': 0.7181849198225861; 'f1-score': 0.7095045629740095; 'support': 2931}}
l: 5,1,CNF,5,26375,2930,824,[32; 33],262,57.301067,0.739932,5,[X4 >= 13.000000 OR X8 == 0 OR X13 == 5 OR X13 == 24 OR X13 == 34],{'0': {'precision': 0.8382563368765331; 'recall': 0.8192079109024621; 'f1-score': 0.8286226667676998; 'support': 20023}; '1': {'precision': 0.4681945056559424; 'recall': 0.5017317380352645; 'f1-score': 0.4843833118018087; 'support': 6352}; 'accuracy': 0.7427488151658768; 'macro avg': {'precision': 0.6532254212662377; 'recall': 0.6604698244688634; 'f1-score': 0.6565029892847543; 'support': 26375}; 'weighted avg': {'precision': 0.7491328202163173; 'recall': 0.7427488151658768; 'f1-score': 0.7457180835357249; 'support': 26375}},{'0': {'precision': 0.8347826086956521; 'recall': 0.8197752808988764; 'f1-score': 0.8272108843537415; 'support': 2225}; '1': {'precision': 0.46174496644295304; 'recall': 0.4879432624113475; 'f1-score': 0.47448275862068967; 'support': 705}; 'accuracy': 0.7399317406143344; 'macro avg': {'precision': 0.6482637875693026; 'recall': 0.6538592716551119; 'f1-score': 0.6508468214872156; 'support': 2930}; 'weighted avg': {'precision': 0.7450244046723918; 'recall': 0.7399317406143344; 'f1-score': 0.7423394411312836; 'support': 2930}}
l: 5,1,CNF,6,26375,2930,824,[32; 33],262,75.482931,0.698294,12,[X1 == 1 OR X1 == 2 OR X1 == 5 OR X3 == 14 OR X6 == 14 OR X8 == 1 OR X13 == 12 OR X13 == 17 OR X13 == 19 OR X13 == 21 OR X13 == 22 OR X13 == 41],{'0': {'precision': 0.7883011043063124; 'recall': 0.8164111272037158; 'f1-score': 0.8021099116781157; 'support': 20023}; '1': {'precision': 0.34799574317133736; 'recall': 0.3088790931989924; 'f1-score': 0.3272727272727272; 'support': 6352}; 'accuracy': 0.6941800947867298; 'macro avg': {'precision': 0.5681484237388249; 'recall': 0.5626451102013541; 'f1-score': 0.5646913194754215; 'support': 26375}; 'weighted avg': {'precision': 0.6822605487070948; 'recall': 0.6941800947867298; 'f1-score': 0.6877529146982854; 'support': 26375}},{'0': {'precision': 0.7931788369042414; 'recall': 0.8152808988764045; 'f1-score': 0.8040780141843972; 'support': 2225}; '1': {'precision': 0.3608087091757387; 'recall': 0.32907801418439714; 'f1-score': 0.34421364985163205; 'support': 705}; 'accuracy': 0.6982935153583618; 'macro avg': {'precision': 0.5769937730399901; 'recall': 0.5721794565304008; 'f1-score': 0.5741458320180146; 'support': 2930}; 'weighted avg': {'precision': 0.6891443863757108; 'recall': 0.6982935153583618; 'f1-score': 0.6934280562135441; 'support': 2930}}
l: 5,1,CNF,7,26375,2930,824,[32; 33],262,56.416198,0.699317,11,[X1 == 1 OR X1 == 2 OR X1 == 7 OR X3 == 10 OR X3 == 14 OR X6 == 13 OR X7 == 5 OR X8 == 0 OR X13 == 5 OR X13 == 19 OR X13 == 30],{'0': {'precision': 0.7969268897149938; 'recall': 0.802976576936523; 'f1-score': 0.7999402955370915; 'support': 20023}; '1': {'precision': 0.36370967741935484; 'recall': 0.35500629722921917; 'f1-score': 0.3593052899936265; 'support': 6352}; 'accuracy': 0.6950900473933649; 'macro avg': {'precision': 0.5803182835671743; 'recall': 0.578991437082871; 'f1-score': 0.579622792765359; 'support': 26375}; 'weighted avg': {'precision': 0.6925934022267701; 'recall': 0.6950900473933649; 'f1-score': 0.69382035031578; 'support': 26375}},{'0': {'precision': 0.796557811120918; 'recall': 0.8112359550561797; 'f1-score': 0.8038298819861946; 'support': 2225}; '1': {'precision': 0.3674698795180723; 'recall': 0.34609929078014184; 'f1-score': 0.3564645726807889; 'support': 705}; 'accuracy': 0.6993174061433447; 'macro avg': {'precision': 0.5820138453194952; 'recall': 0.5786676229181608; 'f1-score': 0.5801472273334918; 'support': 2930}; 'weighted avg': {'precision': 0.6933131040287657; 'recall': 0.6993174061433447; 'f1-score': 0.696187375822266; 'support': 2930}}
l: 5,1,CNF,8,26375,2930,824,[32; 33],262,40.289470,0.699317,12,[X3 == 8 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 10 OR X6 == 13 OR X8 == 3 OR X13 == 24 OR X13 == 29 OR X13 == 33 OR X13 == 36],{'0': {'precision': 0.8504463000287935; 'recall': 0.7375149820215741; 'f1-score': 0.7899649629570193; 'support': 20024}; '1': {'precision': 0.41664816870144283; 'recall': 0.5910880176350181; 'f1-score': 0.48877026235271137; 'support': 6351}; 'accuracy': 0.7022559241706161; 'macro avg': {'precision': 0.6335472343651182; 'recall': 0.6643014998282961; 'f1-score': 0.6393676126548653; 'support': 26375}; 'weighted avg': {'precision': 0.745989354737419; 'recall': 0.702255924170616; 'f1-score': 0.7174384210219308; 'support': 26375}},{'0': {'precision': 0.8502869066249348; 'recall': 0.7329136690647482; 'f1-score': 0.7872494566529824; 'support': 2224}; '1': {'precision': 0.4136229022704837; 'recall': 0.5934844192634561; 'f1-score': 0.4874927283304246; 'support': 706}; 'accuracy': 0.6993174061433447; 'macro avg': {'precision': 0.6319549044477093; 'recall': 0.6631990441641021; 'f1-score': 0.6373710924917035; 'support': 2930}; 'weighted avg': {'precision': 0.7450702557463537; 'recall': 0.6993174061433447; 'f1-score': 0.7150213849138268; 'support': 2930}}
l: 5,1,CNF,9,26375,2930,824,[32; 33],262,56.277216,0.664164,8,[X1 == 5 OR X3 == 10 OR X3 == 14 OR X6 == 5 OR X7 == 0 OR X12 >= 55.000000 OR X13 == 2 OR X13 == 3],{'0': {'precision': 0.9167384438702268; 'recall': 0.6378345984818218; 'f1-score': 0.75226764047591; 'support': 20024}; '1': {'precision': 0.41718235152294464; 'recall': 0.817351598173516; 'f1-score': 0.5524103437267213; 'support': 6351}; 'accuracy': 0.6810616113744076; 'macro avg': {'precision': 0.6669603976965858; 'recall': 0.7275930983276688; 'f1-score': 0.6523389921013156; 'support': 26375}; 'weighted avg': {'precision': 0.7964472308845362; 'recall': 0.6810616113744076; 'f1-score': 0.7041427611714892; 'support': 26375}},{'0': {'precision': 0.9089709762532981; 'recall': 0.6196043165467626; 'f1-score': 0.7368983957219252; 'support': 2224}; '1': {'precision': 0.4016973125884017; 'recall': 0.8045325779036827; 'f1-score': 0.5358490566037736; 'support': 706}; 'accuracy': 0.6641638225255972; 'macro avg': {'precision': 0.6553341444208499; 'recall': 0.7120684472252227; 'f1-score': 0.6363737261628494; 'support': 2930}; 'weighted avg': {'precision': 0.7867405303326781; 'recall': 0.6641638225255972; 'f1-score': 0.6884544252722955; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [32, 33], 'n_partitions': 824}, (mean val acc cv) 0.709707 (+- 0.025063), (mean training time) 51.868751 (+- 13.427827)
l: 5,1,CNF,0,26374,2931,412,[64; 65],262,30.495549,0.737632,10,[X1 == 2 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 11 OR X13 == 6 OR X13 == 9 OR X13 == 20 OR X13 == 24 OR X13 == 32],{'0': {'precision': 0.7795285677683833; 'recall': 0.911701543225291; 'f1-score': 0.8404502658778574; 'support': 20023}; '1': {'precision': 0.401894451962111; 'recall': 0.18705715635333017; 'f1-score': 0.25529171591275385; 'support': 6351}; 'accuracy': 0.7372033062864942; 'macro avg': {'precision': 0.5907115098652471; 'recall': 0.5493793497893106; 'f1-score': 0.5478709908953057; 'support': 26374}; 'weighted avg': {'precision': 0.6885922566481272; 'recall': 0.7372033062864942; 'f1-score': 0.6995409631240705; 'support': 26374}},{'0': {'precision': 0.7791411042944786; 'recall': 0.9132584269662921; 'f1-score': 0.840885578315746; 'support': 2225}; '1': {'precision': 0.4024767801857585; 'recall': 0.18413597733711048; 'f1-score': 0.25267249757045673; 'support': 706}; 'accuracy': 0.7376322074377346; 'macro avg': {'precision': 0.5908089422401186; 'recall': 0.5486972021517013; 'f1-score': 0.5467790379431013; 'support': 2931}; 'weighted avg': {'precision': 0.6884126795859299; 'recall': 0.7376322074377346; 'f1-score': 0.6992006806677847; 'support': 2931}}
l: 5,1,CNF,1,26374,2931,412,[64; 65],262,58.643564,0.716138,13,[X1 == 1 OR X1 == 5 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 5 OR X6 == 11 OR X12 >= 55.000000 OR X13 == 1 OR X13 == 2 OR X13 == 22 OR X13 == 23 OR X13 == 41],{'0': {'precision': 0.8042602746372944; 'recall': 0.8277980322628977; 'f1-score': 0.8158594211458949; 'support': 20023}; '1': {'precision': 0.40190806591500433; 'recall': 0.36482443709652024; 'f1-score': 0.3824694618686035; 'support': 6351}; 'accuracy': 0.7163115189201487; 'macro avg': {'precision': 0.6030841702761494; 'recall': 0.596311234679709; 'f1-score': 0.5991644415072492; 'support': 26374}; 'weighted avg': {'precision': 0.7073717147830718; 'recall': 0.7163115189201487; 'f1-score': 0.7114968052601712; 'support': 26374}},{'0': {'precision': 0.8011240812797233; 'recall': 0.832808988764045; 'f1-score': 0.8166593212869104; 'support': 2225}; '1': {'precision': 0.39805825242718446; 'recall': 0.34844192634560905; 'f1-score': 0.3716012084592145; 'support': 706}; 'accuracy': 0.7161378369157284; 'macro avg': {'precision': 0.5995911668534539; 'recall': 0.590625457554827; 'f1-score': 0.5941302648730624; 'support': 2931}; 'weighted avg': {'precision': 0.7040362357765189; 'recall': 0.7161378369157284; 'f1-score': 0.7094566506433234; 'support': 2931}}
l: 5,1,CNF,2,26374,2931,412,[64; 65],262,57.325844,0.736950,12,[X1 == 5 OR X3 == 12 OR X3 == 14 OR X6 == 11 OR X6 == 13 OR X7 == 5 OR X8 == 3 OR X13 == 3 OR X13 == 5 OR X13 == 7 OR X13 == 9 OR X13 == 10],{'0': {'precision': 0.8124288964732651; 'recall': 0.8559656395145583; 'f1-score': 0.8336292225005472; 'support': 20023}; '1': {'precision': 0.4535809018567639; 'recall': 0.3769485120453472; 'f1-score': 0.4117292974460401; 'support': 6351}; 'accuracy': 0.7406157579434292; 'macro avg': {'precision': 0.6330048991650146; 'recall': 0.6164570757799528; 'f1-score': 0.6226792599732937; 'support': 26374}; 'weighted avg': {'precision': 0.726016383626924; 'recall': 0.7406157579434292; 'f1-score': 0.7320334681962636; 'support': 26374}},{'0': {'precision': 0.8139032815198618; 'recall': 0.8471910112359551; 'f1-score': 0.8302136093371504; 'support': 2225}; '1': {'precision': 0.44715447154471544; 'recall': 0.3895184135977337; 'f1-score': 0.4163512490537471; 'support': 706}; 'accuracy': 0.736949846468782; 'macro avg': {'precision': 0.6305288765322886; 'recall': 0.6183547124168444; 'f1-score': 0.6232824291954487; 'support': 2931}; 'weighted avg': {'precision': 0.7255632406319554; 'recall': 0.736949846468782; 'f1-score': 0.7305251663620282; 'support': 2931}}
l: 5,1,CNF,3,26374,2931,412,[64; 65],262,38.959925,0.715114,9,[X1 == 1 OR X3 == 12 OR X6 == 4 OR X6 == 10 OR X6 == 13 OR X13 == 10 OR X13 == 18 OR X13 == 20 OR X13 == 24],{'0': {'precision': 0.8485462410337842; 'recall': 0.7739599460620287; 'f1-score': 0.8095387347855614; 'support': 20023}; '1': {'precision': 0.4419923560596721; 'recall': 0.5644780349551252; 'f1-score': 0.49578204950905824; 'support': 6351}; 'accuracy': 0.7235155835292333; 'macro avg': {'precision': 0.6452692985467281; 'recall': 0.6692189905085769; 'f1-score': 0.6526603921473098; 'support': 26374}; 'weighted avg': {'precision': 0.7506458951070917; 'recall': 0.7235155835292333; 'f1-score': 0.7339844499523518; 'support': 26374}},{'0': {'precision': 0.8410206084396468; 'recall': 0.7703370786516854; 'f1-score': 0.8041285479709125; 'support': 2225}; '1': {'precision': 0.42777155655095184; 'recall': 0.5410764872521246; 'f1-score': 0.47779862414008756; 'support': 706}; 'accuracy': 0.7151142954622995; 'macro avg': {'precision': 0.6343960824952993; 'recall': 0.655706782951905; 'f1-score': 0.6409635860555001; 'support': 2931}; 'weighted avg': {'precision': 0.7414798951563242; 'recall': 0.7151142954622995; 'f1-score': 0.7255243425036446; 'support': 2931}}
l: 5,1,CNF,4,26374,2931,412,[64; 65],262,30.847633,0.720232,12,[X1 == 1 OR X1 == 5 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 13 OR X12 >= 55.000000 OR X13 == 1 OR X13 == 20 OR X13 == 21 OR X13 == 31 OR X13 == 38],{'0': {'precision': 0.8079426155527053; 'recall': 0.8494231633621335; 'f1-score': 0.8281638019184885; 'support': 20023}; '1': {'precision': 0.4335900807815142; 'recall': 0.36340733742717685; 'f1-score': 0.3954086003083776; 'support': 6351}; 'accuracy': 0.732387957837264; 'macro avg': {'precision': 0.6207663481671097; 'recall': 0.6064152503946552; 'f1-score': 0.6117862011134331; 'support': 26374}; 'weighted avg': {'precision': 0.7177965266647157; 'recall': 0.732387957837264; 'f1-score': 0.7239540390677335; 'support': 26374}},{'0': {'precision': 0.8045080190723883; 'recall': 0.8341573033707865; 'f1-score': 0.8190644307149162; 'support': 2225}; '1': {'precision': 0.40865384615384615; 'recall': 0.3611898016997167; 'f1-score': 0.38345864661654133; 'support': 706}; 'accuracy': 0.7202320027294439; 'macro avg': {'precision': 0.6065809326131173; 'recall': 0.5976735525352517; 'f1-score': 0.6012615386657287; 'support': 2931}; 'weighted avg': {'precision': 0.7091572698125825; 'recall': 0.7202320027294439; 'f1-score': 0.7141385748386102; 'support': 2931}}
l: 5,1,CNF,5,26375,2930,412,[64; 65],262,30.994674,0.667577,10,[X2 < 65716.000000 OR X3 == 1 OR X3 == 10 OR X3 == 14 OR X6 == 4 OR X6 == 13 OR X13 == 1 OR X13 == 18 OR X13 == 21 OR X13 == 30],{'0': {'precision': 0.8064463705308775; 'recall': 0.7434949807721121; 'f1-score': 0.773692279707923; 'support': 20023}; '1': {'precision': 0.3511054958938724; 'recall': 0.4375; 'f1-score': 0.3895703371416556; 'support': 6352}; 'accuracy': 0.6698009478672986; 'macro avg': {'precision': 0.578775933212375; 'recall': 0.590497490386056; 'f1-score': 0.5816313084247893; 'support': 26375}; 'weighted avg': {'precision': 0.6967847502201948; 'recall': 0.6698009478672986; 'f1-score': 0.681182608459357; 'support': 26375}},{'0': {'precision': 0.8101140307387209; 'recall': 0.7343820224719101; 'f1-score': 0.7703913248467703; 'support': 2225}; '1': {'precision': 0.35268346111719606; 'recall': 0.45673758865248226; 'f1-score': 0.39802224969097655; 'support': 705}; 'accuracy': 0.6675767918088737; 'macro avg': {'precision': 0.5813987459279585; 'recall': 0.5955598055621962; 'f1-score': 0.5842067872688734; 'support': 2930}; 'weighted avg': {'precision': 0.7000496786625521; 'recall': 0.6675767918088737; 'f1-score': 0.680793987650581; 'support': 2930}}
l: 5,1,CNF,6,26375,2930,412,[64; 65],262,30.502841,0.706485,13,[X1 == 5 OR X3 == 14 OR X5 == 1 OR X6 == 10 OR X6 == 14 OR X13 == 0 OR X13 == 1 OR X13 == 5 OR X13 == 11 OR X13 == 24 OR X13 == 30 OR X13 == 34 OR X13 == 41],{'0': {'precision': 0.8032738242421246; 'recall': 0.8112171003346151; 'f1-score': 0.8072259218765531; 'support': 20023}; '1': {'precision': 0.38576535586610333; 'recall': 0.3737405541561713; 'f1-score': 0.37965776427314885; 'support': 6352}; 'accuracy': 0.7058578199052132; 'macro avg': {'precision': 0.5945195900541139; 'recall': 0.5924788272453932; 'f1-score': 0.5934418430748509; 'support': 26375}; 'weighted avg': {'precision': 0.7027235383227127; 'recall': 0.7058578199052132; 'f1-score': 0.7042529195221712; 'support': 26375}},{'0': {'precision': 0.8029294274300932; 'recall': 0.8130337078651685; 'f1-score': 0.8079499776686021; 'support': 2225}; '1': {'precision': 0.38552437223042835; 'recall': 0.3702127659574468; 'f1-score': 0.37771345875542695; 'support': 705}; 'accuracy': 0.7064846416382252; 'macro avg': {'precision': 0.5942268998302608; 'recall': 0.5916232369113077; 'f1-score': 0.5928317182120145; 'support': 2930}; 'weighted avg': {'precision': 0.7024957878683991; 'recall': 0.7064846416382252; 'f1-score': 0.7044289040051931; 'support': 2930}}
