lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,3296,[8; 9],296,607.465236,0.803139,4,[X3 == 12 OR X3 == 14 OR X10 >= 4243.500000 OR X13 == 30],{'0': {'precision': 0.8198108726628957; 'recall': 0.9482095590071418; 'f1-score': 0.879347876429994; 'support': 20023}; '1': {'precision': 0.6774494556765164; 'recall': 0.34293811998110535; 'f1-score': 0.4553627430482961; 'support': 6351}; 'accuracy': 0.8024569651929931; 'macro avg': {'precision': 0.748630164169706; 'recall': 0.6455738394941235; 'f1-score': 0.667355309739145; 'support': 26374}; 'weighted avg': {'precision': 0.7855294834431908; 'recall': 0.8024569651929931; 'f1-score': 0.7772499928284484; 'support': 26374}},{'0': {'precision': 0.8174114021571649; 'recall': 0.9537078651685393; 'f1-score': 0.8803152872847957; 'support': 2225}; '1': {'precision': 0.6925373134328359; 'recall': 0.3286118980169972; 'f1-score': 0.4457252641690682; 'support': 706}; 'accuracy': 0.8031388604571819; 'macro avg': {'precision': 0.7549743577950003; 'recall': 0.6411598815927683; 'f1-score': 0.6630202757269319; 'support': 2931}; 'weighted avg': {'precision': 0.7873325530819768; 'recall': 0.8031388604571819; 'f1-score': 0.775634101232355; 'support': 2931}}
5,1,CNF,1,26374,2931,824,[32; 33],296,80.852078,0.775162,7,[X1 == 2 OR X3 == 12 OR X3 == 14 OR X10 >= 5119.000000 OR X13 == 32 OR X13 == 34 OR X13 == 40],{'0': {'precision': 0.8194305920754374; 'recall': 0.9027118813364631; 'f1-score': 0.8590575319027589; 'support': 20023}; '1': {'precision': 0.5486561631139945; 'recall': 0.3728546685561329; 'f1-score': 0.44398612543358024; 'support': 6351}; 'accuracy': 0.7751194358079927; 'macro avg': {'precision': 0.6840433775947159; 'recall': 0.6377832749462979; 'f1-score': 0.6515218286681695; 'support': 26374}; 'weighted avg': {'precision': 0.7542266640275826; 'recall': 0.7751194358079927; 'f1-score': 0.7591061213284905; 'support': 26374}},{'0': {'precision': 0.8172609400324149; 'recall': 0.9065168539325843; 'f1-score': 0.8595780950351588; 'support': 2225}; '1': {'precision': 0.550755939524838; 'recall': 0.3611898016997167; 'f1-score': 0.4362703165098375; 'support': 706}; 'accuracy': 0.7751620607301263; 'macro avg': {'precision': 0.6840084397786265; 'recall': 0.6338533278161504; 'f1-score': 0.6479242057724981; 'support': 2931}; 'weighted avg': {'precision': 0.7530669685693138; 'recall': 0.7751620607301263; 'f1-score': 0.7576145018455045; 'support': 2931}}
5,1,CNF,2,26374,2931,824,[32; 33],296,84.659916,0.718526,8,[X1 == 1 OR X1 == 5 OR X5 == 1 OR X6 == 7 OR X13 == 3 OR X13 == 9 OR X13 == 21 OR X13 == 23],{'0': {'precision': 0.768059505578648; 'recall': 0.8766918044249113; 'f1-score': 0.8187881897476562; 'support': 20023}; '1': {'precision': 0.29838022165387895; 'recall': 0.16532829475673122; 'f1-score': 0.2127659574468085; 'support': 6351}; 'accuracy': 0.7053916736179571; 'macro avg': {'precision': 0.5332198636162635; 'recall': 0.5210100495908213; 'f1-score': 0.5157770735972323; 'support': 26374}; 'weighted avg': {'precision': 0.6549582265839484; 'recall': 0.7053916736179571; 'f1-score': 0.6728548009047548; 'support': 26374}},{'0': {'precision': 0.771950271950272; 'recall': 0.8930337078651686; 'f1-score': 0.8280891852469265; 'support': 2225}; '1': {'precision': 0.3333333333333333; 'recall': 0.16855524079320114; 'f1-score': 0.22389463781749766; 'support': 706}; 'accuracy': 0.7185261003070624; 'macro avg': {'precision': 0.5526418026418026; 'recall': 0.5307944743291848; 'f1-score': 0.5259919115322121; 'support': 2931}; 'weighted avg': {'precision': 0.6662991089807876; 'recall': 0.7185261003070624; 'f1-score': 0.6825547770295342; 'support': 2931}}
5,1,CNF,3,26374,2931,824,[32; 33],296,104.104939,0.622313,11,[X3 == 14 OR X4 >= 12.500000 OR X5 == 1 OR X6 == 3 OR X6 == 13 OR X8 == 1 OR X12 >= 49.500000 OR X13 == 9 OR X13 == 22 OR X13 == 31 OR X13 == 36],{'0': {'precision': 0.8829123554473524; 'recall': 0.579583478999151; 'f1-score': 0.6997919618898302; 'support': 20023}; '1': {'precision': 0.363718820861678; 'recall': 0.7576759565422768; 'f1-score': 0.4914968592002452; 'support': 6351}; 'accuracy': 0.62246909835444; 'macro avg': {'precision': 0.6233155881545152; 'recall': 0.6686297177707139; 'f1-score': 0.5956444105450377; 'support': 26374}; 'weighted avg': {'precision': 0.757887780557172; 'recall': 0.62246909835444; 'f1-score': 0.6496333891598098; 'support': 26374}},{'0': {'precision': 0.8865836791147994; 'recall': 0.5761797752808989; 'f1-score': 0.6984472895668756; 'support': 2225}; '1': {'precision': 0.36498316498316496; 'recall': 0.7677053824362606; 'f1-score': 0.4947512551346417; 'support': 706}; 'accuracy': 0.6223132036847492; 'macro avg': {'precision': 0.6257834220489822; 'recall': 0.6719425788585798; 'f1-score': 0.5965992723507587; 'support': 2931}; 'weighted avg': {'precision': 0.760943978337954; 'recall': 0.6223132036847492; 'f1-score': 0.6493823286971531; 'support': 2931}}
5,1,CNF,4,26374,2931,824,[32; 33],296,86.034802,0.688843,13,[X1 == 5 OR X3 == 0 OR X3 == 4 OR X3 == 12 OR X6 == 14 OR X8 == 1 OR X13 == 0 OR X13 == 1 OR X13 == 5 OR X13 == 11 OR X13 == 12 OR X13 == 36 OR X13 == 41],{'0': {'precision': 0.7808331326751746; 'recall': 0.8097687659191929; 'f1-score': 0.7950377562028048; 'support': 20023}; '1': {'precision': 0.3209128186842574; 'recall': 0.2834199338686821; 'f1-score': 0.3010033444816054; 'support': 6351}; 'accuracy': 0.683021157200273; 'macro avg': {'precision': 0.550872975679716; 'recall': 0.5465943498939375; 'f1-score': 0.5480205503422051; 'support': 26374}; 'weighted avg': {'precision': 0.6700818657396959; 'recall': 0.683021157200273; 'f1-score': 0.6760716324126578; 'support': 26374}},{'0': {'precision': 0.7848156182212581; 'recall': 0.8130337078651685; 'f1-score': 0.7986754966887416; 'support': 2225}; '1': {'precision': 0.3354632587859425; 'recall': 0.29745042492917845; 'f1-score': 0.3153153153153153; 'support': 706}; 'accuracy': 0.6888433981576254; 'macro avg': {'precision': 0.5601394385036003; 'recall': 0.5552420663971734; 'f1-score': 0.5569954060020285; 'support': 2931}; 'weighted avg': {'precision': 0.676578577702209; 'recall': 0.6888433981576253; 'f1-score': 0.682246875723324; 'support': 2931}}
5,1,CNF,5,26375,2930,824,[32; 33],296,83.325023,0.741638,8,[X0 >= 54.500000 OR X3 == 14 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X13 == 9 OR X13 == 21 OR X13 == 22 OR X13 == 34],{'0': {'precision': 0.8196076550434074; 'recall': 0.853418568646057; 'f1-score': 0.8361714621256606; 'support': 20023}; '1': {'precision': 0.46887441187115453; 'recall': 0.4079030226700252; 'f1-score': 0.4362687321097828; 'support': 6352}; 'accuracy': 0.7461232227488152; 'macro avg': {'precision': 0.644241033457281; 'recall': 0.6306607956580411; 'f1-score': 0.6362200971177217; 'support': 26375}; 'weighted avg': {'precision': 0.7351391219389468; 'recall': 0.7461232227488152; 'f1-score': 0.7398612387679031; 'support': 26375}},{'0': {'precision': 0.8166522864538395; 'recall': 0.8507865168539326; 'f1-score': 0.8333700198106977; 'support': 2225}; '1': {'precision': 0.45751633986928103; 'recall': 0.3971631205673759; 'f1-score': 0.425208807896735; 'support': 705}; 'accuracy': 0.7416382252559727; 'macro avg': {'precision': 0.6370843131615602; 'recall': 0.6239748187106542; 'f1-score': 0.6292894138537164; 'support': 2930}; 'weighted avg': {'precision': 0.730239029681787; 'recall': 0.7416382252559727; 'f1-score': 0.735160581449147; 'support': 2930}}
5,1,CNF,6,26375,2930,824,[32; 33],296,87.480096,0.765188,9,[X3 == 2 OR X3 == 6 OR X5 == 1 OR X8 == 1 OR X10 >= 4668.500000 OR X11 >= 1881.500000 OR X13 == 1 OR X13 == 22 OR X13 == 41],{'0': {'precision': 0.8087800573571586; 'recall': 0.9154971782450182; 'f1-score': 0.8588362068965518; 'support': 20023}; '1': {'precision': 0.5439353099730458; 'recall': 0.31769521410579343; 'f1-score': 0.40111309878751733; 'support': 6352}; 'accuracy': 0.7715260663507109; 'macro avg': {'precision': 0.6763576836651022; 'recall': 0.6165961961754058; 'f1-score': 0.6299746528420346; 'support': 26375}; 'weighted avg': {'precision': 0.7449964048307555; 'recall': 0.7715260663507109; 'f1-score': 0.7486008634763209; 'support': 26375}},{'0': {'precision': 0.8075230092036815; 'recall': 0.9069662921348315; 'f1-score': 0.8543607112616427; 'support': 2225}; '1': {'precision': 0.5197215777262181; 'recall': 0.3177304964539007; 'f1-score': 0.3943661971830986; 'support': 705}; 'accuracy': 0.7651877133105802; 'macro avg': {'precision': 0.6636222934649498; 'recall': 0.6123483942943662; 'f1-score': 0.6243634542223706; 'support': 2930}; 'weighted avg': {'precision': 0.7382738593089334; 'recall': 0.7651877133105802; 'f1-score': 0.7436794373963275; 'support': 2930}}
5,1,CNF,7,26375,2930,824,[32; 33],296,74.801651,0.659727,9,[X3 == 10 OR X3 == 14 OR X6 == 3 OR X6 == 4 OR X6 == 12 OR X10 >= 7073.500000 OR X11 >= 1923.000000 OR X13 == 7 OR X13 == 37],{'0': {'precision': 0.8573653471771577; 'recall': 0.659841182639964; 'f1-score': 0.745745491490983; 'support': 20023}; '1': {'precision': 0.3788417692658459; 'recall': 0.6539672544080605; 'f1-score': 0.47975977363284644; 'support': 6352}; 'accuracy': 0.6584265402843602; 'macro avg': {'precision': 0.6181035582215018; 'recall': 0.6569042185240123; 'f1-score': 0.6127526325619147; 'support': 26375}; 'weighted avg': {'precision': 0.7421205408494743; 'recall': 0.6584265402843602; 'f1-score': 0.6816870543408453; 'support': 26375}},{'0': {'precision': 0.8565621370499419; 'recall': 0.6629213483146067; 'f1-score': 0.7474030909551557; 'support': 2225}; '1': {'precision': 0.3791390728476821; 'recall': 0.649645390070922; 'f1-score': 0.4788290642969158; 'support': 705}; 'accuracy': 0.6597269624573379; 'macro avg': {'precision': 0.6178506049488119; 'recall': 0.6562833691927643; 'f1-score': 0.6131160776260357; 'support': 2930}; 'weighted avg': {'precision': 0.7416873041958145; 'recall': 0.6597269624573379; 'f1-score': 0.6827803302745894; 'support': 2930}}
5,1,CNF,8,26375,2930,824,[32; 33],296,83.901319,0.790102,7,[X1 == 5 OR X3 == 7 OR X4 >= 14.500000 OR X10 >= 7073.500000 OR X11 >= 1862.000000 OR X13 == 10 OR X13 == 23],{'0': {'precision': 0.8265319805122245; 'recall': 0.9234918098282061; 'f1-score': 0.8723258721135929; 'support': 20024}; '1': {'precision': 0.617191404297851; 'recall': 0.3889151314753582; 'f1-score': 0.4771563797932966; 'support': 6351}; 'accuracy': 0.7947677725118484; 'macro avg': {'precision': 0.7218616924050378; 'recall': 0.6562034706517822; 'f1-score': 0.6747411259534448; 'support': 26375}; 'weighted avg': {'precision': 0.7761235634681493; 'recall': 0.7947677725118484; 'f1-score': 0.7771705566358222; 'support': 26375}},{'0': {'precision': 0.823222177581358; 'recall': 0.9213129496402878; 'f1-score': 0.8695098663271802; 'support': 2224}; '1': {'precision': 0.6031746031746031; 'recall': 0.37677053824362605; 'f1-score': 0.4638186573670445; 'support': 706}; 'accuracy': 0.7901023890784983; 'macro avg': {'precision': 0.7131983903779806; 'recall': 0.6490417439419569; 'f1-score': 0.6666642618471124; 'support': 2930}; 'weighted avg': {'precision': 0.7702004753522901; 'recall': 0.7901023890784983; 'f1-score': 0.7717562849190384; 'support': 2930}}
5,1,CNF,9,26375,2930,824,[32; 33],296,86.925037,0.737543,8,[X1 == 2 OR X1 == 5 OR X3 == 10 OR X5 == 1 OR X6 == 14 OR X10 >= 3048.000000 OR X11 >= 1820.500000 OR X13 == 10],{'0': {'precision': 0.8319576928779716; 'recall': 0.8406412305233719; 'f1-score': 0.836276920783963; 'support': 20024}; '1': {'precision': 0.4804623901009443; 'recall': 0.4646512360258227; 'f1-score': 0.4724245577523414; 'support': 6351}; 'accuracy': 0.7501042654028436; 'macro avg': {'precision': 0.6562100414894579; 'recall': 0.6526462332745973; 'f1-score': 0.6543507392681522; 'support': 26375}; 'weighted avg': {'precision': 0.7473189566528757; 'recall': 0.7501042654028436; 'f1-score': 0.7486626513009743; 'support': 26375}},{'0': {'precision': 0.8237650200267023; 'recall': 0.8322841726618705; 'f1-score': 0.8280026839633191; 'support': 2224}; '1': {'precision': 0.4538799414348463; 'recall': 0.43909348441926344; 'f1-score': 0.4463642908567314; 'support': 706}; 'accuracy': 0.7375426621160409; 'macro avg': {'precision': 0.6388224807307743; 'recall': 0.635688828540567; 'f1-score': 0.6371834874100253; 'support': 2930}; 'weighted avg': {'precision': 0.7346391273694155; 'recall': 0.7375426621160409; 'f1-score': 0.7360447639861004; 'support': 2930}}
5,1,CNF,0,26374,2931,412,[64; 65],296,26.977092,0.770727,9,[X3 == 7 OR X4 >= 13.500000 OR X6 == 5 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X13 == 10 OR X13 == 11 OR X13 == 18 OR X13 == 24],{'0': {'precision': 0.8328583642063266; 'recall': 0.8757428956699795; 'f1-score': 0.8537624461377414; 'support': 20023}; '1': {'precision': 0.5323308270676692; 'recall': 0.4459140292867265; 'f1-score': 0.48530545797275304; 'support': 6351}; 'accuracy': 0.7722378099643589; 'macro avg': {'precision': 0.6825945956369979; 'recall': 0.660828462478353; 'f1-score': 0.6695339520552472; 'support': 26374}; 'weighted avg': {'precision': 0.7604897288697219; 'recall': 0.7722378099643589; 'f1-score': 0.7650360363464379; 'support': 26374}},{'0': {'precision': 0.8263976460697772; 'recall': 0.8835955056179775; 'f1-score': 0.8540399652476107; 'support': 2225}; '1': {'precision': 0.5307971014492754; 'recall': 0.415014164305949; 'f1-score': 0.465818759936407; 'support': 706}; 'accuracy': 0.7707267144319345; 'macro avg': {'precision': 0.6785973737595263; 'recall': 0.6493048349619632; 'f1-score': 0.6599293625920089; 'support': 2931}; 'weighted avg': {'precision': 0.7551953313300724; 'recall': 0.7707267144319345; 'f1-score': 0.760527795015707; 'support': 2931}}
5,1,CNF,1,26374,2931,412,[64; 65],296,28.103211,0.717844,9,[X6 == 4 OR X11 >= 1820.500000 OR X12 >= 49.500000 OR X13 == 1 OR X13 == 3 OR X13 == 11 OR X13 == 12 OR X13 == 18 OR X13 == 23],{'0': {'precision': 0.8398341607113633; 'recall': 0.7688658043250263; 'f1-score': 0.8027845857016218; 'support': 20023}; '1': {'precision': 0.42459281362675616; 'recall': 0.5377105967564163; 'f1-score': 0.47450326524940944; 'support': 6351}; 'accuracy': 0.7132023962993858; 'macro avg': {'precision': 0.6322134871690597; 'recall': 0.6532882005407212; 'f1-score': 0.6386439254755156; 'support': 26374}; 'weighted avg': {'precision': 0.7398418275296563; 'recall': 0.7132023962993858; 'f1-score': 0.7237326911770142; 'support': 26374}},{'0': {'precision': 0.8423114593535749; 'recall': 0.7730337078651686; 'f1-score': 0.8061870166393251; 'support': 2225}; '1': {'precision': 0.43194600674915634; 'recall': 0.5439093484419264; 'f1-score': 0.4815047021943574; 'support': 706}; 'accuracy': 0.7178437393381099; 'macro avg': {'precision': 0.6371287330513656; 'recall': 0.6584715281535475; 'f1-score': 0.6438458594168412; 'support': 2931}; 'weighted avg': {'precision': 0.7434653284976488; 'recall': 0.7178437393381099; 'f1-score': 0.7279796764830143; 'support': 2931}}
5,1,CNF,2,26374,2931,412,[64; 65],296,26.984967,0.772091,9,[X6 == 13 OR X10 >= 5119.000000 OR X11 >= 1568.500000 OR X13 == 0 OR X13 == 10 OR X13 == 18 OR X13 == 22 OR X13 == 30 OR X13 == 40],{'0': {'precision': 0.8136319462850075; 'recall': 0.9198921240573341; 'f1-score': 0.8635053092988912; 'support': 20023}; '1': {'precision': 0.5706638115631691; 'recall': 0.3356951661155724; 'f1-score': 0.42272231585208686; 'support': 6351}; 'accuracy': 0.7792143777963145; 'macro avg': {'precision': 0.6921478789240882; 'recall': 0.6277936450864532; 'f1-score': 0.643113812575489; 'support': 26374}; 'weighted avg': {'precision': 0.7551239223364826; 'recall': 0.7792143777963145; 'f1-score': 0.7573624113167629; 'support': 26374}},{'0': {'precision': 0.8095427435387674; 'recall': 0.9150561797752809; 'f1-score': 0.859071729957806; 'support': 2225}; '1': {'precision': 0.5456730769230769; 'recall': 0.32152974504249293; 'f1-score': 0.4046345811051693; 'support': 706}; 'accuracy': 0.7720914363698397; 'macro avg': {'precision': 0.6776079102309222; 'recall': 0.6182929624088869; 'f1-score': 0.6318531555314877; 'support': 2931}; 'weighted avg': {'precision': 0.7459835539684238; 'recall': 0.7720914363698397; 'f1-score': 0.7496098988114527; 'support': 2931}}
5,1,CNF,3,26374,2931,412,[64; 65],296,27.169260,0.747185,13,[X3 == 3 OR X3 == 7 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X10 >= 4973.500000 OR X11 >= 1820.500000 OR X13 == 1 OR X13 == 9 OR X13 == 10 OR X13 == 18 OR X13 == 41],{'0': {'precision': 0.855357877416701; 'recall': 0.8307945862258402; 'f1-score': 0.8428973170175572; 'support': 20023}; '1': {'precision': 0.5108287611897199; 'recall': 0.5570776255707762; 'f1-score': 0.532951721021315; 'support': 6351}; 'accuracy': 0.7648820808371881; 'macro avg': {'precision': 0.6830933193032105; 'recall': 0.6939361058983082; 'f1-score': 0.6879245190194361; 'support': 26374}; 'weighted avg': {'precision': 0.7723934269291922; 'recall': 0.7648820808371881; 'f1-score': 0.7682607628288814; 'support': 26374}},{'0': {'precision': 0.8519924098671727; 'recall': 0.807191011235955; 'f1-score': 0.828986845141934; 'support': 2225}; '1': {'precision': 0.4787363304981774; 'recall': 0.5580736543909348; 'f1-score': 0.5153695225637672; 'support': 706}; 'accuracy': 0.7471852610030706; 'macro avg': {'precision': 0.665364370182675; 'recall': 0.6826323328134449; 'f1-score': 0.6721781838528507; 'support': 2931}; 'weighted avg': {'precision': 0.7620849407322321; 'recall': 0.7471852610030706; 'f1-score': 0.753444767441427; 'support': 2931}}
5,1,CNF,4,26374,2931,412,[64; 65],296,27.233203,0.779939,12,[X3 == 0 OR X3 == 10 OR X5 == 1 OR X7 == 5 OR X8 == 3 OR X10 >= 6618.500000 OR X11 >= 1820.500000 OR X13 == 1 OR X13 == 9 OR X13 == 22 OR X13 == 24 OR X13 == 41],{'0': {'precision': 0.8205536836353702; 'recall': 0.9000149827698147; 'f1-score': 0.8584494462307967; 'support': 20023}; '1': {'precision': 0.5462375339981868; 'recall': 0.37946780034640215; 'f1-score': 0.4478305305212301; 'support': 6351}; 'accuracy': 0.7746644422537348; 'macro avg': {'precision': 0.6833956088167785; 'recall': 0.6397413915581085; 'f1-score': 0.6531399883760134; 'support': 26374}; 'weighted avg': {'precision': 0.7544968903409988; 'recall': 0.7746644422537348; 'f1-score': 0.7595702192014702; 'support': 26374}},{'0': {'precision': 0.8248355263157895; 'recall': 0.9015730337078651; 'f1-score': 0.8614988189821773; 'support': 2225}; '1': {'precision': 0.561122244488978; 'recall': 0.39660056657223797; 'f1-score': 0.46473029045643155; 'support': 706}; 'accuracy': 0.7799385875127943; 'macro avg': {'precision': 0.6929788854023837; 'recall': 0.6490868001400516; 'f1-score': 0.6631145547193045; 'support': 2931}; 'weighted avg': {'precision': 0.7613140056846981; 'recall': 0.7799385875127943; 'f1-score': 0.7659278257583026; 'support': 2931}}
5,1,CNF,5,26375,2930,412,[64; 65],296,26.901473,0.791126,5,[X3 == 12 OR X6 == 11 OR X10 >= 7073.500000 OR X13 == 5 OR X13 == 19],{'0': {'precision': 0.8100346168639685; 'recall': 0.9466113968935724; 'f1-score': 0.8730136797015339; 'support': 20023}; '1': {'precision': 0.6407930107526881; 'recall': 0.30022040302267; 'f1-score': 0.40887650085763294; 'support': 6352}; 'accuracy': 0.7909383886255924; 'macro avg': {'precision': 0.7254138138083284; 'recall': 0.6234158999581212; 'f1-score': 0.6409450902795835; 'support': 26375}; 'weighted avg': {'precision': 0.7692754630433485; 'recall': 0.7909383886255924; 'f1-score': 0.7612336091795828; 'support': 26375}},{'0': {'precision': 0.8129608071400853; 'recall': 0.9415730337078652; 'f1-score': 0.8725531028738026; 'support': 2225}; '1': {'precision': 0.6317280453257791; 'recall': 0.31631205673758866; 'f1-score': 0.42155009451795844; 'support': 705}; 'accuracy': 0.7911262798634813; 'macro avg': {'precision': 0.7223444262329322; 'recall': 0.6289425452227269; 'f1-score': 0.6470515986958805; 'support': 2930}; 'weighted avg': {'precision': 0.7693536067717966; 'recall': 0.7911262798634813; 'f1-score': 0.7640353141738468; 'support': 2930}}
5,1,CNF,6,26375,2930,412,[64; 65],296,26.951035,0.755631,13,[X3 == 7 OR X3 == 14 OR X6 == 4 OR X6 == 13 OR X10 >= 4243.500000 OR X13 == 2 OR X13 == 9 OR X13 == 17 OR X13 == 19 OR X13 == 20 OR X13 == 27 OR X13 == 32 OR X13 == 37],{'0': {'precision': 0.8379272326350606; 'recall': 0.835039704340009; 'f1-score': 0.8364809765615229; 'support': 20023}; '1': {'precision': 0.48559414421429686; 'recall': 0.49086901763224183; 'f1-score': 0.4882173334377202; 'support': 6352}; 'accuracy': 0.7521516587677725; 'macro avg': {'precision': 0.6617606884246787; 'recall': 0.6629543609861254; 'f1-score': 0.6623491549996215; 'support': 26375}; 'weighted avg': {'precision': 0.7530734022028828; 'recall': 0.7521516587677725; 'f1-score': 0.7526072074194416; 'support': 26375}},{'0': {'precision': 0.8406320541760722; 'recall': 0.8368539325842697; 'f1-score': 0.8387387387387387; 'support': 2225}; '1': {'precision': 0.49230769230769234; 'recall': 0.49929078014184397; 'f1-score': 0.49577464788732395; 'support': 705}; 'accuracy': 0.7556313993174062; 'macro avg': {'precision': 0.6664698732418823; 'recall': 0.6680723563630568; 'f1-score': 0.6672566933130313; 'support': 2930}; 'weighted avg': {'precision': 0.7568202196650798; 'recall': 0.7556313993174062; 'f1-score': 0.7562166622710774; 'support': 2930}}
5,1,CNF,7,26375,2930,412,[64; 65],296,26.672099,0.763140,8,[X1 == 7 OR X3 == 4 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X10 >= 4243.500000 OR X11 >= 1862.000000 OR X13 == 30],{'0': {'precision': 0.8230682565017369; 'recall': 0.8756430105378814; 'f1-score': 0.8485420447670902; 'support': 20023}; '1': {'precision': 0.5091661738616203; 'recall': 0.40664357682619645; 'f1-score': 0.45216630196936536; 'support': 6352}; 'accuracy': 0.7626919431279621; 'macro avg': {'precision': 0.6661172151816785; 'recall': 0.6411432936820389; 'f1-score': 0.6503541733682278; 'support': 26375}; 'weighted avg': {'precision': 0.7474699236513096; 'recall': 0.7626919431279621; 'f1-score': 0.7530812402836343; 'support': 26375}},{'0': {'precision': 0.8250530785562633; 'recall': 0.8732584269662922; 'f1-score': 0.8484716157205241; 'support': 2225}; '1': {'precision': 0.5095652173913043; 'recall': 0.4156028368794326; 'f1-score': 0.45781249999999996; 'support': 705}; 'accuracy': 0.7631399317406143; 'macro avg': {'precision': 0.6673091479737838; 'recall': 0.6444306319228624; 'f1-score': 0.653142057860262; 'support': 2930}; 'weighted avg': {'precision': 0.7491421768083806; 'recall': 0.7631399317406143; 'f1-score': 0.7544734325864048; 'support': 2930}}
